ip,app,device,os,channel,click_time,attributed_time,is_attributed,hour,day
999,17,1,13,14,2017-11-08 15:19:32,,0,15,8
301,11,1,19,64,2017-11-07 07:16:32,,0,7,7
8,20,1,19,31,2017-11-09 08:41:40,,0,8,9
13737,2,1,18,77,2017-11-08 11:18:12,,0,11,8
15167,2,1,17,126,2017-11-06 20:02:38,,0,20,6
23198,2,1,13,77,2017-11-09 02:03:49,,0,2,9
16911,8,1,1,57,2017-11-08 09:35:51,,0,9,8
21447,14,1,13,106,2017-11-09 10:27:34,,0,10,9
15949,0,1,19,45,2017-11-06 23:57:21,,0,23,6
2803,2,1,27,126,2017-11-08 11:40:14,,0,11,8
17171,2,2,13,18,2017-11-09 11:42:29,,0,11,9
20308,8,1,13,142,2017-11-09 13:02:08,,0,13,9
8693,14,1,19,64,2017-11-07 15:36:29,,0,15,7
20631,2,1,51,32,2017-11-09 12:21:32,,0,12,9
13938,2,1,6,105,2017-11-09 03:31:01,,0,3,9
31016,2,1,1,77,2017-11-08 03:06:25,,0,3,8
21407,14,1,19,40,2017-11-09 12:54:49,,0,12,9
13636,2,1,40,77,2017-11-07 05:16:31,,0,5,7
14950,14,1,18,70,2017-11-08 03:02:20,,0,3,8
18740,23,1,15,13,2017-11-07 01:56:33,,0,1,7
14399,11,1,19,38,2017-11-07 23:52:45,,0,23,7
1289,31,1,20,103,2017-11-08 16:11:26,,0,16,8
918,11,1,19,45,2017-11-08 10:05:09,,0,10,8
24599,0,1,8,5,2017-11-07 03:18:09,,0,3,7
26592,12,1,10,146,2017-11-07 12:16:10,,0,12,7
6426,8,1,19,57,2017-11-09 14:53:58,,0,14,9
9167,11,1,19,70,2017-11-08 09:58:43,,0,9,8
926,8,1,2,33,2017-11-08 10:12:29,,0,10,8
17503,13,1,27,105,2017-11-08 15:19:44,,0,15,8
4639,8,1,19,33,2017-11-09 11:54:40,,0,11,9
5218,27,1,40,34,2017-11-07 07:57:31,,0,7,7
10798,2,1,3,77,2017-11-09 03:58:35,,0,3,9
2455,17,1,46,14,2017-11-08 10:20:01,,0,10,8
21303,23,2,50,13,2017-11-07 11:05:16,,0,11,7
10438,1,1,20,25,2017-11-08 19:01:30,,0,19,8
589,0,1,13,95,2017-11-09 05:50:38,,0,5,9
31803,13,1,13,105,2017-11-07 22:18:57,,0,22,7
8812,17,1,18,33,2017-11-08 04:19:31,,0,4,8
6659,0,1,22,33,2017-11-06 19:44:22,,0,19,6
12639,27,1,27,34,2017-11-09 05:56:22,,0,5,9
3551,2,1,28,77,2017-11-07 06:27:35,,0,6,7
17343,13,1,19,149,2017-11-09 01:41:32,,0,1,9
15345,17,1,19,24,2017-11-07 09:44:14,,0,9,7
5043,2,1,3,122,2017-11-07 04:29:30,,0,4,7
20125,14,1,13,17,2017-11-08 03:41:59,,0,3,8
5221,17,1,13,33,2017-11-08 00:59:33,,0,0,8
13520,17,1,19,125,2017-11-08 07:26:29,,0,7,8
20489,11,1,15,64,2017-11-08 12:25:59,,0,12,8
17371,11,1,15,55,2017-11-09 09:02:01,,0,9,9
9748,14,1,19,116,2017-11-08 06:04:36,,0,6,8
10265,11,1,16,52,2017-11-09 02:40:15,,0,2,9
15653,2,1,15,77,2017-11-09 05:18:38,,0,5,9
31034,11,1,1,91,2017-11-09 12:13:36,,0,12,9
13926,23,2,13,45,2017-11-07 10:45:27,,0,10,7
1500,8,1,22,33,2017-11-08 18:51:30,,0,18,8
29066,11,1,10,37,2017-11-08 08:51:11,,0,8,8
30593,11,1,40,67,2017-11-07 16:01:07,,0,16,7
22842,13,1,9,109,2017-11-09 00:36:49,,0,0,9
8399,17,1,9,125,2017-11-07 11:43:52,,0,11,7
16570,8,1,17,127,2017-11-08 01:30:01,,0,1,8
8546,2,1,13,126,2017-11-07 01:15:57,,0,1,7
4533,2,1,13,35,2017-11-09 07:23:38,,0,7,9
7336,13,1,18,149,2017-11-09 06:28:09,,0,6,9
13382,2,1,19,34,2017-11-08 07:50:29,,0,7,8
20820,1,1,23,124,2017-11-08 09:54:04,,0,9,8
26345,28,1,8,53,2017-11-06 22:42:22,,0,22,6
10174,11,1,23,64,2017-11-07 16:45:42,,0,16,7
2163,17,1,13,14,2017-11-08 23:27:19,,0,23,8
11722,8,1,18,57,2017-11-07 03:15:40,,0,3,7
15057,20,1,17,31,2017-11-07 11:12:31,,0,11,7
23846,12,1,13,146,2017-11-07 04:44:23,,0,4,7
20628,11,1,22,67,2017-11-09 10:44:13,,0,10,9
18773,11,1,18,7,2017-11-07 10:51:24,,0,10,7
24044,1,1,13,66,2017-11-08 07:28:23,,0,7,8
9614,17,1,19,14,2017-11-08 14:55:46,,0,14,8
16695,5,1,10,138,2017-11-09 03:14:53,,0,3,9
24151,13,1,22,98,2017-11-08 00:35:46,,0,0,8
17333,9,1,8,104,2017-11-08 05:00:10,,0,5,8
21772,7,1,6,38,2017-11-07 06:11:01,,0,6,7
1100,8,1,19,142,2017-11-08 14:48:20,,0,14,8
8184,8,1,19,54,2017-11-07 18:58:31,,0,18,7
2470,8,1,13,90,2017-11-09 10:38:34,,0,10,9
14783,21,1,15,21,2017-11-08 04:26:35,,0,4,8
6267,13,1,13,143,2017-11-08 15:12:14,,0,15,8
4203,17,1,18,14,2017-11-08 14:29:50,,0,14,8
13097,8,1,19,142,2017-11-08 03:16:43,,0,3,8
23282,2,1,6,77,2017-11-08 03:01:31,,0,3,8
16757,14,1,19,64,2017-11-07 00:23:47,,0,0,7
5852,17,1,3,14,2017-11-09 08:38:55,,0,8,9
6748,17,1,19,130,2017-11-08 02:42:36,,0,2,8
15929,1,1,13,48,2017-11-08 09:50:16,,0,9,8
191,11,1,13,37,2017-11-09 02:06:40,,0,2,9
8613,21,1,19,21,2017-11-09 15:00:19,,0,15,9
331,17,1,22,14,2017-11-09 13:02:42,,0,13,9
15306,17,1,19,24,2017-11-08 15:36:07,,0,15,8
12458,11,1,16,37,2017-11-08 00:40:12,,0,0,8
29194,17,1,34,14,2017-11-07 12:54:23,,0,12,7
15628,12,1,13,146,2017-11-08 07:59:51,,0,7,8
13620,8,1,19,33,2017-11-06 16:07:25,,0,16,6
18401,1,2,27,48,2017-11-08 02:17:19,,0,2,8
913,5,1,13,138,2017-11-09 05:41:29,,0,5,9
31899,0,1,34,35,2017-11-07 23:13:55,,0,23,7
13547,2,1,8,43,2017-11-09 02:13:35,,0,2,9
29708,11,1,17,52,2017-11-09 12:31:48,,0,12,9
7923,20,1,19,31,2017-11-06 23:04:10,,0,23,6
9497,1,1,19,25,2017-11-09 13:13:46,,0,13,9
28408,22,2,9,40,2017-11-07 08:51:18,,0,8,7
11493,1,1,17,55,2017-11-07 07:21:19,,0,7,7
15506,2,1,13,7,2017-11-08 10:46:19,,0,10,8
14355,8,1,13,90,2017-11-07 00:36:20,,0,0,7
19559,2,1,3,113,2017-11-08 08:00:37,,0,8,8
10424,8,1,19,126,2017-11-08 09:00:38,,0,9,8
19441,6,2,13,12,2017-11-09 11:55:11,,0,11,9
20573,11,1,19,64,2017-11-08 06:14:50,,0,6,8
14624,11,1,13,45,2017-11-08 02:01:53,,0,2,8
32199,0,1,13,27,2017-11-08 13:08:36,,0,13,8
8118,11,1,32,27,2017-11-09 06:28:48,,0,6,9
23044,1,1,8,146,2017-11-07 21:00:07,,0,21,7
18346,2,1,8,113,2017-11-07 03:02:52,,0,3,7
24913,11,1,18,70,2017-11-07 12:14:03,,0,12,7
29542,1,1,13,55,2017-11-07 07:55:20,,0,7,7
22228,2,1,30,149,2017-11-07 16:02:07,,0,16,7
6580,13,1,19,149,2017-11-08 08:22:33,,0,8,8
3320,11,1,15,67,2017-11-08 02:21:55,,0,2,8
10064,11,1,17,41,2017-11-09 11:23:42,,0,11,9
7618,1,1,41,144,2017-11-07 13:54:58,,0,13,7
16785,14,1,13,64,2017-11-09 06:29:53,,0,6,9
2000,1,1,8,55,2017-11-07 00:41:21,,0,0,7
4948,14,1,19,64,2017-11-06 16:19:47,,0,16,6
3235,12,1,19,146,2017-11-09 12:28:54,,0,12,9
9385,26,1,22,25,2017-11-06 21:16:46,,0,21,6
14852,1,1,18,109,2017-11-07 15:08:16,,0,15,7
15162,13,1,20,109,2017-11-08 07:38:36,,0,7,8
3556,8,1,19,63,2017-11-08 09:41:15,,0,9,8
23200,2,1,19,77,2017-11-07 09:20:01,,0,9,7
7783,1,1,13,48,2017-11-08 10:05:51,,0,10,8
12884,8,1,22,126,2017-11-07 16:28:39,,0,16,7
22782,14,1,13,32,2017-11-07 02:48:39,2017-11-07 03:01:55,1,2,7
7117,2,1,35,77,2017-11-08 10:39:23,,0,10,8
16672,2,1,13,20,2017-11-07 01:35:35,,0,1,7
8385,14,1,51,32,2017-11-07 04:20:46,,0,4,7
16109,11,1,19,85,2017-11-07 19:43:52,,0,19,7
17993,8,1,13,127,2017-11-07 16:28:01,,0,16,7
13850,11,1,13,67,2017-11-08 02:45:45,,0,2,8
29551,13,1,19,95,2017-11-08 05:28:08,,0,5,8
14616,14,1,19,37,2017-11-07 10:57:14,,0,10,7
25882,27,1,9,34,2017-11-07 07:31:53,,0,7,7
30503,13,1,8,109,2017-11-08 00:11:22,,0,0,8
7799,11,1,25,67,2017-11-09 03:18:07,,0,3,9
17460,13,1,20,105,2017-11-08 12:12:33,,0,12,8
17367,14,1,10,37,2017-11-08 11:43:56,,0,11,8
19441,13,1,17,140,2017-11-08 01:25:44,,0,1,8
5436,13,1,13,149,2017-11-08 05:05:52,,0,5,8
1271,2,1,13,20,2017-11-08 23:11:46,,0,23,8
14681,2,1,22,77,2017-11-08 07:49:02,,0,7,8
17735,11,1,13,67,2017-11-09 00:48:11,,0,0,9
12359,2,1,12,122,2017-11-09 10:08:05,,0,10,9
32506,14,1,19,106,2017-11-08 14:42:21,,0,14,8
18910,2,1,8,77,2017-11-07 01:49:50,,0,1,7
918,1,1,20,124,2017-11-07 09:08:25,,0,9,7
179,17,1,10,14,2017-11-09 13:42:09,,0,13,9
30618,2,1,13,156,2017-11-09 03:33:01,,0,3,9
29890,2,1,15,77,2017-11-09 06:19:01,,0,6,9
29704,23,1,19,13,2017-11-07 11:36:50,,0,11,7
4416,1,1,8,48,2017-11-09 02:48:20,,0,2,9
6546,13,1,3,33,2017-11-07 10:51:54,,0,10,7
20495,11,1,13,70,2017-11-07 23:41:33,,0,23,7
201,1,1,18,60,2017-11-07 03:39:58,,0,3,7
19014,11,2,19,13,2017-11-09 15:36:55,,0,15,9
3771,11,1,13,64,2017-11-08 05:37:56,,0,5,8
19344,8,1,13,54,2017-11-09 12:16:10,,0,12,9
31111,2,1,23,126,2017-11-08 15:03:05,,0,15,8
2369,2,1,19,101,2017-11-07 00:44:34,,0,0,7
15349,17,1,40,14,2017-11-08 07:46:30,,0,7,8
5159,1,1,19,146,2017-11-08 16:28:52,,0,16,8
18762,0,1,13,40,2017-11-07 14:26:48,,0,14,7
14701,5,1,19,138,2017-11-08 12:10:57,,0,12,8
29538,0,1,13,35,2017-11-08 10:51:02,,0,10,8
2883,9,1,8,18,2017-11-07 13:55:40,,0,13,7
21233,14,1,19,106,2017-11-08 15:49:26,,0,15,8
34429,27,1,13,34,2017-11-08 23:52:42,,0,23,8
12936,13,1,13,109,2017-11-09 15:41:40,,0,15,9
28366,17,1,15,14,2017-11-09 10:11:00,,0,10,9
668,13,1,13,105,2017-11-09 04:53:34,,0,4,9
33616,13,1,22,105,2017-11-09 12:41:44,,0,12,9
15920,11,1,8,70,2017-11-08 11:19:41,,0,11,8
435,2,1,34,156,2017-11-07 16:02:32,,0,16,7
899,25,1,13,71,2017-11-08 12:37:52,,0,12,8
15786,2,1,19,77,2017-11-09 01:15:31,,0,1,9
17020,14,1,10,64,2017-11-07 20:51:38,,0,20,7
7633,1,1,30,60,2017-11-07 15:31:35,,0,15,7
28753,2,1,36,32,2017-11-08 11:49:24,,0,11,8
9170,17,1,14,24,2017-11-06 17:44:40,,0,17,6
17237,2,1,13,156,2017-11-08 07:10:36,,0,7,8
19797,11,1,19,52,2017-11-07 20:05:46,,0,20,7
7156,1,1,19,60,2017-11-08 08:05:25,,0,8,8
21686,17,1,1,14,2017-11-09 06:48:35,,0,6,9
12990,2,1,18,35,2017-11-08 16:29:10,,0,16,8
18830,11,1,3,113,2017-11-07 07:49:02,,0,7,7
8568,24,1,13,67,2017-11-08 04:19:52,,0,4,8
10420,17,1,22,14,2017-11-08 01:26:16,,0,1,8
9744,1,1,17,124,2017-11-09 10:25:47,,0,10,9
16283,1,1,34,52,2017-11-08 02:20:24,,0,2,8
1550,2,1,30,43,2017-11-08 11:18:37,,0,11,8
4108,8,1,40,156,2017-11-09 12:57:37,,0,12,9
1621,11,1,17,45,2017-11-09 13:13:40,,0,13,9
21136,20,1,9,31,2017-11-07 10:19:19,,0,10,7
26018,2,1,18,77,2017-11-09 02:22:13,,0,2,9
34317,11,1,32,64,2017-11-09 01:44:23,,0,1,9
10229,2,1,14,77,2017-11-07 06:30:16,,0,6,7
8432,13,1,39,149,2017-11-08 11:53:59,,0,11,8
20877,2,1,18,156,2017-11-08 12:22:25,,0,12,8
6879,8,1,11,54,2017-11-09 09:40:39,,0,9,9
17979,10,1,40,144,2017-11-09 09:11:25,,0,9,9
3246,13,1,18,109,2017-11-08 07:18:24,,0,7,8
13501,17,1,13,24,2017-11-07 07:07:12,,0,7,7
24362,25,1,20,71,2017-11-09 07:49:41,,0,7,9
1397,10,1,13,81,2017-11-08 00:27:23,,0,0,8
20459,7,1,33,37,2017-11-07 02:06:28,,0,2,7
14303,12,1,13,108,2017-11-09 13:00:24,,0,13,9
144,14,1,19,37,2017-11-07 16:09:06,,0,16,7
135,11,1,8,45,2017-11-07 05:48:58,,0,5,7
12293,1,1,27,25,2017-11-07 01:57:13,,0,1,7
8237,5,1,48,138,2017-11-08 04:29:50,,0,4,8
19118,17,1,13,33,2017-11-09 13:46:02,,0,13,9
11631,13,1,19,95,2017-11-08 05:21:56,,0,5,8
18840,8,1,3,57,2017-11-09 11:19:01,,0,11,9
18651,11,1,31,67,2017-11-07 14:14:19,,0,14,7
10880,2,1,8,77,2017-11-07 02:07:04,,0,2,7
2441,21,1,47,21,2017-11-08 05:27:38,,0,5,8
27940,25,1,20,71,2017-11-07 13:50:25,,0,13,7
29432,2,1,19,77,2017-11-07 03:00:49,,0,3,7
17772,14,1,51,149,2017-11-07 01:33:20,,0,1,7
28336,12,1,18,146,2017-11-09 01:10:08,,0,1,9
15965,20,1,14,31,2017-11-07 18:06:12,,0,18,7
412,2,1,13,77,2017-11-09 02:05:33,,0,2,9
24026,11,2,13,38,2017-11-07 13:48:44,,0,13,7
16725,8,1,17,90,2017-11-09 05:30:31,,0,5,9
12674,2,1,19,77,2017-11-07 22:27:28,,0,22,7
28753,2,1,4,133,2017-11-06 16:36:32,,0,16,6
15179,1,1,9,109,2017-11-07 15:17:05,,0,15,7
2472,14,1,12,64,2017-11-08 15:30:59,,0,15,8
11743,13,1,19,105,2017-11-08 23:52:33,,0,23,8
1004,1,1,27,60,2017-11-07 12:37:18,,0,12,7
33841,27,1,13,34,2017-11-09 09:09:11,,0,9,9
7588,2,1,15,20,2017-11-07 08:57:21,,0,8,7
1794,17,1,46,24,2017-11-07 07:33:52,,0,7,7
1856,2,1,36,156,2017-11-08 07:26:18,,0,7,8
926,17,1,13,33,2017-11-08 06:02:06,,0,6,8
18378,2,1,13,77,2017-11-07 02:41:49,,0,2,7
4869,1,1,19,55,2017-11-08 05:14:25,,0,5,8
6311,23,1,15,13,2017-11-09 09:03:10,,0,9,9
13918,0,1,15,28,2017-11-07 20:04:43,,0,20,7
33596,14,1,16,70,2017-11-09 02:53:20,,0,2,9
27438,8,1,6,14,2017-11-09 09:41:35,,0,9,9
20161,2,1,22,142,2017-11-07 00:54:37,,0,0,7
26057,12,1,19,146,2017-11-09 04:33:49,,0,4,9
18437,2,1,6,46,2017-11-09 07:31:44,,0,7,9
926,13,1,27,143,2017-11-08 16:23:50,,0,16,8
29287,13,1,19,105,2017-11-09 03:27:55,,0,3,9
7170,8,1,18,54,2017-11-09 06:19:27,,0,6,9
7292,2,1,13,133,2017-11-08 16:16:01,,0,16,8
571,2,1,18,32,2017-11-07 11:22:09,,0,11,7
20841,2,1,18,156,2017-11-09 03:18:44,,0,3,9
8752,14,1,13,64,2017-11-07 16:40:48,,0,16,7
6639,2,1,13,77,2017-11-07 01:14:16,,0,1,7
7654,2,1,9,77,2017-11-08 15:05:04,,0,15,8
758,8,1,19,63,2017-11-09 06:02:13,,0,6,9
29629,17,1,25,14,2017-11-06 16:01:05,,0,16,6
28754,11,1,19,91,2017-11-08 15:19:24,,0,15,8
20014,8,2,13,14,2017-11-09 11:27:51,,0,11,9
4020,11,1,19,45,2017-11-09 08:37:16,,0,8,9
20595,17,1,18,33,2017-11-08 02:49:59,,0,2,8
3152,11,1,14,37,2017-11-08 23:38:02,,0,23,8
14040,2,1,13,77,2017-11-08 13:30:23,,0,13,8
10425,11,1,19,45,2017-11-08 11:29:03,,0,11,8
20021,1,1,11,146,2017-11-08 01:28:09,,0,1,8
20051,20,1,13,57,2017-11-09 13:51:23,,0,13,9
25741,12,1,6,146,2017-11-09 00:49:46,,0,0,9
11880,2,1,13,77,2017-11-07 08:42:07,,0,8,7
2702,11,1,19,45,2017-11-09 01:54:45,,0,1,9
21391,8,1,6,142,2017-11-09 00:10:37,,0,0,9
17500,14,1,40,64,2017-11-09 00:47:30,,0,0,9
31728,22,1,11,40,2017-11-07 18:57:08,,0,18,7
12205,8,1,19,90,2017-11-07 03:02:49,,0,3,7
8574,20,1,17,31,2017-11-08 05:05:59,,0,5,8
18999,8,1,10,63,2017-11-09 13:13:37,,0,13,9
10777,1,1,6,59,2017-11-09 11:15:11,,0,11,9
918,2,1,8,149,2017-11-07 16:49:07,,0,16,7
7983,0,1,15,28,2017-11-09 01:05:13,,0,1,9
12398,8,1,46,57,2017-11-09 08:47:47,,0,8,9
16703,1,1,6,104,2017-11-07 01:55:32,,0,1,7
17715,1,1,40,133,2017-11-07 04:14:53,,0,4,7
22288,11,1,13,86,2017-11-09 09:00:22,,0,9,9
26971,17,1,36,14,2017-11-07 14:20:59,,0,14,7
27815,11,1,8,70,2017-11-08 12:47:23,,0,12,8
18892,17,1,18,24,2017-11-09 08:43:42,,0,8,9
7385,1,1,19,25,2017-11-09 13:34:02,,0,13,9
11479,2,1,22,122,2017-11-07 08:20:57,,0,8,7
15925,17,1,8,14,2017-11-09 11:01:48,,0,11,9
18415,2,1,28,77,2017-11-09 00:57:39,,0,0,9
5323,1,1,22,60,2017-11-09 02:03:45,,0,2,9
12092,11,1,10,64,2017-11-08 06:04:16,,0,6,8
15298,7,1,19,38,2017-11-09 04:13:04,,0,4,9
17488,1,1,19,55,2017-11-08 14:50:01,,0,14,8
6545,13,1,39,105,2017-11-07 03:39:59,,0,3,7
4788,2,1,19,35,2017-11-08 21:17:40,,0,21,8
16401,26,1,40,25,2017-11-08 14:15:34,,0,14,8
19466,7,1,13,38,2017-11-09 07:38:30,,0,7,9
2998,22,1,6,40,2017-11-08 04:53:15,,0,4,8
11490,13,1,9,125,2017-11-08 12:47:55,,0,12,8
5924,1,1,31,55,2017-11-08 10:20:14,,0,10,8
2383,17,1,19,125,2017-11-08 14:34:16,,0,14,8
21952,14,1,3,64,2017-11-07 03:41:54,,0,3,7
30061,10,1,3,81,2017-11-08 01:03:24,,0,1,8
3942,14,1,9,64,2017-11-09 01:49:22,,0,1,9
20970,2,1,18,80,2017-11-08 07:45:40,,0,7,8
15844,5,2,15,28,2017-11-07 16:41:17,,0,16,7
7114,26,1,19,40,2017-11-06 22:27:01,,0,22,6
8684,14,1,13,70,2017-11-08 13:36:19,,0,13,8
16283,11,1,19,91,2017-11-08 06:42:23,,0,6,8
918,13,1,18,130,2017-11-08 02:56:48,,0,2,8
3491,12,1,19,146,2017-11-09 02:25:41,,0,2,9
20740,2,1,6,77,2017-11-09 02:26:31,,0,2,9
28320,11,1,19,7,2017-11-07 06:12:18,,0,6,7
7611,2,1,19,110,2017-11-08 01:59:47,,0,1,8
10957,2,1,13,77,2017-11-08 23:00:40,,0,23,8
21160,0,1,2,40,2017-11-07 16:07:45,,0,16,7
14457,11,1,18,91,2017-11-08 05:41:32,,0,5,8
19456,46,0,49,12,2017-11-09 12:39:42,,0,12,9
31277,11,1,19,86,2017-11-08 14:29:14,,0,14,8
5737,10,1,19,35,2017-11-08 14:27:54,,0,14,8
4068,11,1,19,45,2017-11-09 06:07:02,,0,6,9
4118,11,1,19,45,2017-11-07 13:51:16,,0,13,7
19472,17,1,1,24,2017-11-09 13:24:54,,0,13,9
22676,8,1,9,142,2017-11-08 13:48:55,,0,13,8
6223,2,1,12,43,2017-11-09 06:25:32,,0,6,9
14869,11,1,19,64,2017-11-08 06:52:31,,0,6,8
926,14,1,19,32,2017-11-07 11:32:23,,0,11,7
11935,2,1,19,77,2017-11-07 10:16:39,,0,10,7
6796,11,1,30,70,2017-11-07 15:32:43,,0,15,7
7148,13,1,13,105,2017-11-08 13:44:19,,0,13,8
1856,2,1,19,32,2017-11-07 15:59:43,,0,15,7
19074,2,1,23,113,2017-11-06 16:00:47,,0,16,6
5119,14,1,40,64,2017-11-08 06:04:49,,0,6,8
7565,2,1,13,35,2017-11-08 08:57:27,,0,8,8
1004,12,1,19,146,2017-11-08 22:40:26,,0,22,8
18967,11,1,13,37,2017-11-08 07:07:38,,0,7,8
15303,1,1,19,52,2017-11-07 15:15:36,,0,15,7
11980,1,1,17,59,2017-11-09 07:57:25,,0,7,9
9520,5,1,8,138,2017-11-07 07:13:43,,0,7,7
22777,22,1,19,40,2017-11-08 00:18:57,,0,0,8
9959,2,1,20,77,2017-11-09 06:14:38,,0,6,9
16680,14,1,13,64,2017-11-08 09:59:21,,0,9,8
9148,24,1,19,67,2017-11-07 14:38:04,,0,14,7
5563,14,1,13,64,2017-11-07 04:25:10,,0,4,7
10342,1,2,13,48,2017-11-07 01:53:57,,0,1,7
13157,2,1,13,77,2017-11-07 13:58:31,,0,13,7
33449,18,0,24,53,2017-11-09 09:57:46,,0,9,9
1009,2,2,1,20,2017-11-08 07:45:50,,0,7,8
15049,8,1,17,127,2017-11-09 05:50:39,,0,5,9
8441,1,1,19,60,2017-11-07 09:03:50,,0,9,7
8449,6,1,34,12,2017-11-09 12:50:17,,0,12,9
15358,1,1,19,55,2017-11-07 10:02:49,,0,10,7
2807,1,1,6,59,2017-11-09 04:28:31,,0,4,9
13554,17,1,13,125,2017-11-07 12:17:28,,0,12,7
8993,10,1,19,144,2017-11-07 23:52:09,,0,23,7
26774,8,1,19,126,2017-11-08 05:19:39,,0,5,8
17488,10,1,22,43,2017-11-09 15:45:45,,0,15,9
17423,17,1,10,14,2017-11-09 07:14:47,,0,7,9
30904,11,1,19,37,2017-11-08 06:00:39,,0,6,8
20595,2,1,17,77,2017-11-07 11:07:28,,0,11,7
12783,8,1,34,63,2017-11-07 02:26:16,,0,2,7
12839,2,2,36,40,2017-11-07 12:12:32,,0,12,7
14872,10,1,36,84,2017-11-07 13:54:13,,0,13,7
6820,17,1,23,24,2017-11-08 01:12:40,,0,1,8
6175,16,1,42,31,2017-11-09 14:14:33,,0,14,9
