ip,app,device,os,channel,click_time,attributed_time,is_attributed,hour,day
29888,13,1,19,105,2017-11-08 04:26:43,,0,4,8
1520,8,1,23,30,2017-11-09 10:30:01,,0,10,9
188,17,1,19,14,2017-11-09 07:32:54,,0,7,9
7134,14,1,6,0,2017-11-08 16:56:33,,0,16,8
21547,1,1,22,144,2017-11-07 14:52:42,,0,14,7
6771,1,1,19,133,2017-11-08 08:08:26,,0,8,8
4545,17,1,9,14,2017-11-07 15:24:52,,0,15,7
15151,14,1,13,17,2017-11-09 15:32:17,,0,15,9
5748,8,1,23,57,2017-11-08 15:02:52,,0,15,8
11981,14,1,25,79,2017-11-06 23:03:43,,0,23,6
27438,8,1,3,142,2017-11-07 15:50:02,,0,15,7
9440,14,1,13,36,2017-11-09 02:43:44,,0,2,9
22008,7,1,13,38,2017-11-07 14:10:38,,0,14,7
30037,17,1,19,14,2017-11-08 01:03:34,,0,1,8
9875,8,1,13,127,2017-11-07 09:17:21,,0,9,7
16650,17,1,3,14,2017-11-08 09:52:42,,0,9,8
15275,11,1,19,61,2017-11-08 08:46:49,,0,8,8
12856,11,1,6,67,2017-11-08 15:57:22,,0,15,8
13913,1,1,36,60,2017-11-07 11:09:40,,0,11,7
7810,2,1,19,77,2017-11-09 14:46:19,,0,14,9
20887,1,1,17,59,2017-11-09 04:19:17,,0,4,9
27854,2,1,25,122,2017-11-08 03:11:47,,0,3,8
6432,14,1,16,0,2017-11-09 13:14:10,,0,13,9
18274,25,1,17,24,2017-11-07 11:45:51,,0,11,7
13303,2,1,13,77,2017-11-08 06:51:35,,0,6,8
34561,20,2,13,31,2017-11-09 05:13:35,,0,5,9
5557,14,1,6,17,2017-11-09 15:39:27,,0,15,9
5847,2,1,13,77,2017-11-07 13:11:18,,0,13,7
16572,8,1,6,33,2017-11-06 23:45:14,,0,23,6
918,14,2,32,37,2017-11-09 11:07:00,,0,11,9
27246,1,1,19,144,2017-11-08 11:27:19,,0,11,8
19030,8,1,19,126,2017-11-07 15:06:31,,0,15,7
24877,0,1,4,40,2017-11-09 10:02:52,,0,10,9
23089,2,1,13,77,2017-11-07 01:21:58,,0,1,7
17241,8,1,19,156,2017-11-09 08:25:08,,0,8,9
9629,11,1,1,45,2017-11-07 06:18:49,,0,6,7
5439,11,2,22,45,2017-11-07 11:06:14,,0,11,7
18871,14,1,27,32,2017-11-09 00:04:19,,0,0,9
10409,14,1,13,76,2017-11-07 02:46:46,,0,2,7
18011,11,1,17,159,2017-11-07 23:50:56,,0,23,7
17259,13,1,39,149,2017-11-09 13:05:56,,0,13,9
21189,1,1,19,59,2017-11-08 05:35:57,,0,5,8
5710,11,1,13,45,2017-11-07 06:39:12,,0,6,7
6937,1,1,17,48,2017-11-08 17:26:41,,0,17,8
30994,0,1,17,28,2017-11-09 13:33:05,,0,13,9
31328,1,1,14,25,2017-11-09 15:03:20,,0,15,9
16680,58,1,17,138,2017-11-07 08:21:14,,0,8,7
9166,17,1,14,14,2017-11-07 16:59:18,,0,16,7
15350,17,1,32,14,2017-11-08 09:16:48,,0,9,8
14953,13,1,19,149,2017-11-08 08:25:02,,0,8,8
310,2,1,18,77,2017-11-07 00:39:05,,0,0,7
8165,1,1,36,48,2017-11-08 03:46:17,,0,3,8
6650,2,1,12,43,2017-11-06 16:20:50,,0,16,6
27740,1,1,19,60,2017-11-08 03:23:09,,0,3,8
25050,13,1,17,156,2017-11-09 00:25:42,,0,0,9
1708,11,1,32,64,2017-11-06 17:51:13,,0,17,6
11574,14,1,13,37,2017-11-06 18:14:27,,0,18,6
24324,14,1,12,116,2017-11-08 04:40:53,,0,4,8
22385,22,1,46,40,2017-11-09 05:14:11,,0,5,9
16972,11,1,17,67,2017-11-09 14:31:58,,0,14,9
33931,2,1,32,77,2017-11-09 03:57:06,,0,3,9
23089,17,1,19,14,2017-11-09 04:43:40,,0,4,9
16499,1,1,17,146,2017-11-08 08:13:33,,0,8,8
20014,0,1,13,33,2017-11-06 16:24:49,,0,16,6
15942,1,1,19,48,2017-11-08 00:19:33,,0,0,8
18198,8,1,19,90,2017-11-08 07:59:17,,0,7,8
20396,13,1,3,18,2017-11-09 14:05:44,,0,14,9
13421,1,1,20,104,2017-11-07 13:54:27,,0,13,7
19441,14,1,6,40,2017-11-07 03:07:58,,0,3,7
6272,12,1,18,146,2017-11-07 13:17:59,,0,13,7
20711,2,1,36,126,2017-11-09 10:49:11,,0,10,9
28262,14,1,25,64,2017-11-07 12:24:00,,0,12,7
10814,1,1,25,104,2017-11-07 12:14:07,,0,12,7
8336,2,1,6,77,2017-11-08 13:04:25,,0,13,8
23217,20,1,12,31,2017-11-07 11:54:29,,0,11,7
6157,2,1,35,34,2017-11-08 09:50:33,,0,9,8
921,11,1,10,45,2017-11-07 10:27:08,,0,10,7
22091,1,1,32,48,2017-11-07 02:15:52,,0,2,7
6565,19,1,19,147,2017-11-08 18:45:33,,0,18,8
9426,17,1,19,14,2017-11-07 10:25:18,,0,10,7
27366,1,1,13,59,2017-11-07 01:51:15,,0,1,7
31176,2,1,13,126,2017-11-08 07:18:21,,0,7,8
22198,13,1,10,140,2017-11-08 16:29:19,,0,16,8
31863,25,1,17,146,2017-11-08 10:39:18,,0,10,8
7684,1,1,19,124,2017-11-08 08:58:50,,0,8,8
33310,8,1,22,65,2017-11-09 14:07:50,,0,14,9
9251,11,1,19,67,2017-11-09 07:17:42,,0,7,9
13386,5,1,17,138,2017-11-07 11:51:27,,0,11,7
6734,0,1,13,40,2017-11-08 14:10:44,,0,14,8
3886,17,1,19,33,2017-11-09 10:07:35,,0,10,9
20604,8,1,19,90,2017-11-08 13:20:24,,0,13,8
33867,23,1,25,13,2017-11-09 05:03:13,,0,5,9
19117,17,1,17,24,2017-11-07 16:56:24,,0,16,7
8728,8,2,46,33,2017-11-09 13:52:02,,0,13,9
26699,2,1,32,48,2017-11-08 04:09:48,,0,4,8
27613,14,1,19,64,2017-11-07 07:31:01,,0,7,7
33136,24,1,28,67,2017-11-08 16:15:03,,0,16,8
4279,17,1,13,14,2017-11-07 10:00:16,,0,10,7
20716,11,1,19,64,2017-11-08 15:19:30,,0,15,8
16181,23,1,27,13,2017-11-08 16:40:56,,0,16,8
9805,2,1,13,7,2017-11-09 11:21:25,,0,11,9
27268,0,1,5,33,2017-11-07 22:27:16,,0,22,7
11340,8,1,41,66,2017-11-08 05:18:29,,0,5,8
8537,2,1,13,77,2017-11-07 00:06:27,,0,0,7
12833,17,1,40,24,2017-11-09 10:38:44,,0,10,9
680,11,1,40,45,2017-11-07 08:34:13,,0,8,7
9313,7,1,19,38,2017-11-09 09:41:43,,0,9,9
5290,14,1,13,64,2017-11-07 15:12:17,,0,15,7
21601,1,1,9,144,2017-11-08 01:36:36,,0,1,8
7316,8,1,19,66,2017-11-06 23:52:41,,0,23,6
7637,14,1,9,64,2017-11-07 00:42:47,,0,0,7
13943,14,1,10,64,2017-11-07 12:00:49,,0,12,7
13363,2,1,13,142,2017-11-07 12:05:19,,0,12,7
8432,2,1,5,156,2017-11-06 23:04:23,,0,23,6
5696,0,1,15,28,2017-11-09 02:42:40,,0,2,9
7811,17,1,19,24,2017-11-06 16:43:11,,0,16,6
28600,7,1,27,38,2017-11-07 00:04:03,,0,0,7
12522,1,1,13,144,2017-11-09 09:52:09,,0,9,9
21294,0,1,10,12,2017-11-08 03:05:45,,0,3,8
1785,14,1,6,64,2017-11-07 08:33:06,,0,8,7
15419,13,1,22,105,2017-11-08 04:39:58,,0,4,8
1790,2,1,19,126,2017-11-08 07:31:31,,0,7,8
17807,2,1,6,77,2017-11-09 02:02:30,,0,2,9
13708,13,1,19,95,2017-11-07 02:07:16,,0,2,7
27559,8,1,13,126,2017-11-06 17:02:15,,0,17,6
350,58,1,20,138,2017-11-07 12:58:16,,0,12,7
882,2,1,13,149,2017-11-07 02:11:53,,0,2,7
10412,11,1,19,64,2017-11-08 20:28:22,,0,20,8
1834,13,1,22,156,2017-11-09 03:57:50,,0,3,9
21596,11,1,36,70,2017-11-07 04:21:09,,0,4,7
4570,14,1,19,64,2017-11-08 07:53:01,,0,7,8
32104,2,1,19,105,2017-11-08 04:13:37,,0,4,8
2990,8,1,48,23,2017-11-09 13:55:36,,0,13,9
17802,11,1,13,70,2017-11-07 01:58:33,,0,1,7
18964,17,1,42,103,2017-11-09 00:02:37,,0,0,9
23786,11,2,17,45,2017-11-08 11:40:11,,0,11,8
863,17,1,19,33,2017-11-07 00:24:44,,0,0,7
26874,2,1,8,46,2017-11-08 02:27:57,,0,2,8
9682,1,1,16,52,2017-11-08 22:24:35,,0,22,8
18271,23,1,16,45,2017-11-07 09:19:53,,0,9,7
8817,0,1,19,5,2017-11-08 04:45:13,,0,4,8
9460,20,1,19,31,2017-11-07 00:29:05,,0,0,7
30104,1,1,22,59,2017-11-09 03:33:39,,0,3,9
13959,17,1,13,24,2017-11-08 13:19:23,,0,13,8
23559,1,1,19,59,2017-11-09 04:00:17,,0,4,9
33401,11,1,17,70,2017-11-09 07:32:44,,0,7,9
16712,2,1,15,46,2017-11-09 09:18:02,,0,9,9
22177,13,1,13,109,2017-11-07 11:51:38,,0,11,7
2441,14,1,15,79,2017-11-07 08:41:50,,0,8,7
10218,2,1,13,7,2017-11-08 12:15:24,,0,12,8
9440,1,1,19,124,2017-11-08 13:46:08,,0,13,8
9190,11,1,40,91,2017-11-09 14:28:13,,0,14,9
22267,8,1,23,142,2017-11-07 23:32:01,,0,23,7
14462,2,1,19,34,2017-11-08 13:25:26,,0,13,8
6231,1,1,13,124,2017-11-09 08:14:03,,0,8,9
2732,11,1,13,64,2017-11-07 04:53:22,,0,4,7
882,2,1,10,77,2017-11-07 04:02:11,,0,4,7
17766,2,1,3,133,2017-11-09 14:39:08,,0,14,9
20823,2,1,8,105,2017-11-08 23:57:01,,0,23,8
419,8,1,19,63,2017-11-09 11:41:49,,0,11,9
11881,11,1,13,67,2017-11-07 12:41:20,,0,12,7
13760,14,1,15,17,2017-11-07 08:17:04,,0,8,7
16447,2,1,12,35,2017-11-09 03:55:36,,0,3,9
6481,11,1,25,67,2017-11-08 18:00:15,,0,18,8
13659,5,1,42,138,2017-11-09 13:55:17,,0,13,9
4183,10,1,19,35,2017-11-09 03:44:07,,0,3,9
24387,2,1,19,77,2017-11-07 10:48:00,,0,10,7
22876,20,1,19,31,2017-11-07 00:02:33,,0,0,7
7104,12,1,19,146,2017-11-07 08:12:08,,0,8,7
24948,14,1,10,64,2017-11-07 14:26:26,,0,14,7
13528,2,1,20,77,2017-11-08 10:52:55,,0,10,8
26470,2,1,16,35,2017-11-07 05:18:26,,0,5,7
16111,8,2,13,142,2017-11-09 14:43:05,,0,14,9
4188,8,1,18,90,2017-11-07 04:30:35,,0,4,7
14236,22,1,2,40,2017-11-09 02:56:41,,0,2,9
3963,14,1,13,64,2017-11-07 17:20:20,,0,17,7
17793,11,2,13,70,2017-11-07 19:51:34,,0,19,7
16801,13,1,18,105,2017-11-08 05:31:58,,0,5,8
331,24,1,28,67,2017-11-07 02:17:35,,0,2,7
12743,2,1,22,35,2017-11-09 08:49:29,,0,8,9
13556,2,1,19,77,2017-11-09 07:20:48,,0,7,9
32006,8,1,19,156,2017-11-08 13:12:17,,0,13,8
18108,2,1,19,35,2017-11-07 08:11:41,,0,8,7
1037,0,1,19,20,2017-11-08 01:04:34,,0,1,8
12843,2,2,13,35,2017-11-06 23:43:24,,0,23,6
15410,2,1,19,20,2017-11-08 02:00:52,,0,2,8
7811,24,2,13,67,2017-11-07 13:02:53,,0,13,7
12314,13,2,39,143,2017-11-08 14:21:02,,0,14,8
1383,27,1,19,34,2017-11-07 15:53:47,,0,15,7
25266,1,1,13,124,2017-11-07 03:29:42,,0,3,7
19497,10,1,19,84,2017-11-06 16:41:59,,0,16,6
20125,1,1,14,48,2017-11-07 14:04:39,,0,14,7
30144,2,1,36,126,2017-11-09 04:02:32,,0,4,9
502,1,1,17,146,2017-11-07 03:58:12,,0,3,7
19482,10,1,8,43,2017-11-07 23:34:20,,0,23,7
10581,17,1,13,24,2017-11-07 22:37:51,,0,22,7
6514,10,1,51,144,2017-11-07 04:28:14,,0,4,7
13364,22,1,30,40,2017-11-07 09:45:31,,0,9,7
21903,2,1,12,133,2017-11-09 01:17:30,,0,1,9
20386,23,1,13,45,2017-11-09 15:24:55,,0,15,9
7973,7,1,19,38,2017-11-09 06:13:18,,0,6,9
30403,8,1,19,90,2017-11-08 10:48:16,,0,10,8
5801,10,1,19,81,2017-11-08 13:10:36,,0,13,8
18890,2,1,10,77,2017-11-07 01:08:52,,0,1,7
7860,8,1,17,142,2017-11-08 04:13:49,,0,4,8
12153,13,1,13,105,2017-11-09 10:34:40,,0,10,9
11063,1,1,8,52,2017-11-08 00:02:12,,0,0,8
15318,17,93,126,14,2017-11-07 06:08:24,,0,6,7
27002,10,1,13,144,2017-11-07 00:39:40,,0,0,7
18254,25,1,15,24,2017-11-07 13:42:01,,0,13,7
2128,12,1,12,108,2017-11-07 04:00:38,,0,4,7
6659,24,1,8,67,2017-11-09 11:35:08,,0,11,9
29128,17,1,17,24,2017-11-06 16:05:25,,0,16,6
23497,2,1,13,32,2017-11-07 11:27:43,,0,11,7
10525,2,2,34,110,2017-11-09 08:36:53,,0,8,9
8707,1,1,13,60,2017-11-09 01:44:08,,0,1,9
17332,0,1,14,34,2017-11-06 19:32:31,,0,19,6
28391,2,1,19,77,2017-11-07 03:45:05,,0,3,7
4598,0,1,20,125,2017-11-08 23:05:56,,0,23,8
12833,11,1,19,70,2017-11-06 23:29:30,,0,23,6
13938,11,1,20,13,2017-11-09 00:07:09,,0,0,9
28617,11,1,19,37,2017-11-07 15:38:19,,0,15,7
16296,11,1,17,70,2017-11-07 10:55:42,,0,10,7
20698,11,1,19,67,2017-11-08 14:52:00,,0,14,8
25421,22,1,40,40,2017-11-07 12:28:31,,0,12,7
21607,14,1,28,70,2017-11-07 09:41:04,,0,9,7
17782,2,2,19,77,2017-11-08 14:57:33,,0,14,8
9221,9,1,13,104,2017-11-08 11:58:04,,0,11,8
1949,12,1,13,146,2017-11-09 03:57:56,,0,3,9
7633,2,1,20,77,2017-11-09 06:45:45,,0,6,9
19460,11,1,34,70,2017-11-08 10:27:12,,0,10,8
3613,8,1,36,14,2017-11-09 05:09:19,,0,5,9
2597,1,1,13,146,2017-11-08 13:29:24,,0,13,8
10483,1,1,19,52,2017-11-06 16:06:25,,0,16,6
26696,11,1,19,86,2017-11-08 06:22:31,,0,6,8
23089,1,1,41,48,2017-11-09 02:38:49,,0,2,9
33114,12,1,10,146,2017-11-09 15:46:45,,0,15,9
11433,14,1,39,17,2017-11-08 00:34:45,,0,0,8
30795,14,1,8,23,2017-11-08 02:58:00,,0,2,8
496,11,1,13,70,2017-11-08 22:49:42,,0,22,8
4464,11,1,13,91,2017-11-08 16:20:50,,0,16,8
25476,19,1,22,67,2017-11-07 01:35:17,,0,1,7
23740,11,1,19,48,2017-11-08 14:22:07,,0,14,8
8860,17,1,13,14,2017-11-09 01:26:08,,0,1,9
31740,11,1,28,45,2017-11-07 23:09:54,,0,23,7
20941,10,1,16,144,2017-11-07 22:08:14,,0,22,7
28035,22,1,20,40,2017-11-09 03:16:50,,0,3,9
12469,8,1,13,126,2017-11-07 18:38:57,,0,18,7
19362,17,1,35,14,2017-11-09 13:33:22,,0,13,9
8291,2,1,23,35,2017-11-07 17:56:33,,0,17,7
8735,2,1,13,20,2017-11-08 11:30:05,,0,11,8
18936,2,1,32,51,2017-11-08 10:49:47,,0,10,8
11393,11,1,19,61,2017-11-07 10:12:12,,0,10,7
1004,8,1,1,142,2017-11-09 01:48:01,,0,1,9
8104,20,1,6,31,2017-11-09 00:56:50,,0,0,9
6485,11,1,19,45,2017-11-09 06:27:03,,0,6,9
24141,2,1,20,77,2017-11-08 13:44:48,,0,13,8
29968,11,1,19,86,2017-11-08 01:12:14,,0,1,8
25047,1,1,19,100,2017-11-07 04:33:14,,0,4,7
9253,0,1,20,40,2017-11-09 10:00:09,,0,10,9
10093,26,1,15,40,2017-11-07 06:29:55,,0,6,7
943,2,1,13,122,2017-11-09 08:55:29,,0,8,9
2563,14,1,13,0,2017-11-07 20:56:34,,0,20,7
26783,8,1,19,54,2017-11-06 23:12:09,,0,23,6
25113,14,1,19,70,2017-11-07 07:41:27,,0,7,7
18243,5,1,13,28,2017-11-07 08:39:14,,0,8,7
4108,25,1,13,71,2017-11-09 12:06:56,,0,12,9
13012,2,1,19,77,2017-11-08 05:31:14,,0,5,8
27863,11,1,19,45,2017-11-07 09:56:12,,0,9,7
6481,8,1,13,142,2017-11-09 14:46:01,,0,14,9
6567,22,1,10,40,2017-11-09 01:17:10,,0,1,9
13182,13,1,19,149,2017-11-08 03:17:03,,0,3,8
11757,2,1,13,51,2017-11-08 12:11:19,,0,12,8
25665,17,1,19,14,2017-11-08 11:01:26,,0,11,8
13265,23,2,10,13,2017-11-08 14:46:38,,0,14,8
9322,17,1,3,14,2017-11-09 08:01:40,,0,8,9
23197,2,1,13,77,2017-11-07 02:12:27,,0,2,7
28955,31,1,3,103,2017-11-09 01:55:31,,0,1,9
22780,2,1,22,77,2017-11-06 16:13:22,,0,16,6
3176,11,1,13,37,2017-11-09 02:24:43,,0,2,9
7618,14,2,20,64,2017-11-08 20:38:02,,0,20,8
8721,117,0,0,94,2017-11-09 04:56:53,,0,4,9
18589,2,1,19,77,2017-11-09 03:42:55,,0,3,9
6243,17,93,126,14,2017-11-07 14:23:16,,0,14,7
4717,1,1,19,124,2017-11-07 12:21:39,,0,12,7
22613,17,1,10,33,2017-11-07 00:19:11,,0,0,7
6418,11,1,18,70,2017-11-09 10:44:14,,0,10,9
3826,8,1,51,90,2017-11-07 07:53:20,,0,7,7
19617,8,1,19,126,2017-11-07 20:12:02,,0,20,7
10508,1,1,18,48,2017-11-07 06:26:44,,0,6,7
1345,14,1,32,70,2017-11-07 21:52:20,,0,21,7
16835,27,1,13,34,2017-11-08 08:35:10,,0,8,8
1784,11,1,23,67,2017-11-09 12:26:36,,0,12,9
11497,2,1,13,149,2017-11-07 08:05:40,,0,8,7
7819,17,1,19,14,2017-11-07 09:16:58,,0,9,7
10424,8,1,27,33,2017-11-09 14:42:32,,0,14,9
29871,17,93,126,14,2017-11-07 08:46:42,,0,8,7
29613,17,1,22,14,2017-11-09 10:49:26,,0,10,9
22004,2,1,10,77,2017-11-07 06:29:56,,0,6,7
18437,14,1,20,0,2017-11-08 00:56:01,,0,0,8
30941,11,1,13,113,2017-11-08 12:15:51,,0,12,8
20145,11,1,19,64,2017-11-08 16:13:45,,0,16,8
17151,5,1,17,138,2017-11-09 13:46:42,,0,13,9
10119,14,1,16,36,2017-11-09 01:41:29,,0,1,9
21294,10,1,30,150,2017-11-07 11:14:04,,0,11,7
5240,10,1,40,81,2017-11-09 13:14:33,,0,13,9
13917,11,1,16,45,2017-11-09 15:08:47,,0,15,9
28675,20,1,13,31,2017-11-09 10:53:32,,0,10,9
17498,14,1,17,64,2017-11-08 16:44:47,,0,16,8
1862,2,1,13,113,2017-11-07 04:13:41,,0,4,7
12833,2,1,35,118,2017-11-08 16:37:29,,0,16,8
18091,0,1,8,22,2017-11-08 00:07:17,,0,0,8
7225,11,1,19,45,2017-11-09 03:04:10,,0,3,9
15367,17,1,17,14,2017-11-07 06:59:16,,0,6,7
12735,8,1,3,66,2017-11-09 02:18:15,,0,2,9
6599,7,1,6,37,2017-11-09 08:50:52,,0,8,9
8191,8,1,19,90,2017-11-07 10:40:09,,0,10,7
2015,14,1,19,76,2017-11-08 07:27:25,,0,7,8
9977,14,1,13,37,2017-11-06 17:28:47,,0,17,6
17731,2,1,7,122,2017-11-08 05:20:23,,0,5,8
16258,0,1,17,33,2017-11-07 14:21:26,,0,14,7
16712,14,2,13,37,2017-11-08 08:56:17,,0,8,8
7794,20,1,13,57,2017-11-08 18:46:37,,0,18,8
2446,11,1,18,13,2017-11-09 15:51:31,,0,15,9
16550,2,1,15,77,2017-11-09 06:08:28,,0,6,9
4381,14,1,13,79,2017-11-08 05:29:01,,0,5,8
11379,11,1,19,64,2017-11-08 20:23:28,,0,20,8
19644,2,1,19,77,2017-11-07 12:54:10,,0,12,7
21582,1,1,17,124,2017-11-07 15:54:56,,0,15,7
9658,1,1,13,104,2017-11-08 05:06:49,,0,5,8
9104,2,1,8,149,2017-11-07 23:46:33,,0,23,7
5962,17,1,42,125,2017-11-07 08:41:01,,0,8,7
29061,14,1,17,70,2017-11-07 14:39:56,,0,14,7
18907,25,1,36,24,2017-11-07 16:58:54,,0,16,7
15364,14,1,19,40,2017-11-09 14:51:52,,0,14,9
24099,10,1,18,150,2017-11-08 08:44:12,,0,8,8
30819,11,1,19,61,2017-11-08 15:01:15,,0,15,8
25708,13,1,19,33,2017-11-08 17:26:46,,0,17,8
29732,8,1,40,127,2017-11-08 05:55:02,,0,5,8
7534,5,1,13,138,2017-11-07 05:01:32,,0,5,7
4650,2,1,15,20,2017-11-09 12:41:48,,0,12,9
20967,14,1,19,32,2017-11-08 10:42:43,,0,10,8
19222,14,1,19,32,2017-11-08 10:36:15,,0,10,8
31992,1,1,13,66,2017-11-08 10:05:23,,0,10,8
30950,17,1,22,14,2017-11-07 16:02:12,,0,16,7
8754,2,1,17,122,2017-11-08 03:01:29,,0,3,8
14120,1,1,13,124,2017-11-07 13:17:46,,0,13,7
18376,2,1,10,126,2017-11-08 14:21:42,,0,14,8
24262,10,1,19,84,2017-11-07 03:11:19,,0,3,7
14037,20,1,13,31,2017-11-08 10:28:34,,0,10,8
926,0,1,19,40,2017-11-09 13:33:30,,0,13,9
16073,8,1,10,142,2017-11-07 02:57:03,,0,2,7
21687,8,1,19,63,2017-11-09 05:54:13,,0,5,9
29498,17,1,10,14,2017-11-08 00:52:00,,0,0,8
5316,20,1,13,31,2017-11-09 13:22:26,,0,13,9
31585,8,1,3,57,2017-11-09 00:14:06,,0,0,9
2990,2,1,51,43,2017-11-07 14:48:53,,0,14,7
14000,13,1,17,140,2017-11-09 15:47:43,,0,15,9
4329,8,1,18,63,2017-11-08 12:57:57,,0,12,8
10574,13,1,6,125,2017-11-09 03:28:48,,0,3,9
16173,11,1,10,85,2017-11-06 17:27:13,,0,17,6
18399,2,1,12,77,2017-11-08 15:25:20,,0,15,8
11473,13,1,36,95,2017-11-07 16:22:25,,0,16,7
13401,18,3,37,53,2017-11-08 09:49:15,2017-11-08 10:29:01,1,9,8
8813,1,1,13,144,2017-11-07 14:12:18,,0,14,7
9577,17,1,19,14,2017-11-06 23:29:32,,0,23,6
16888,11,1,18,67,2017-11-08 00:12:38,,0,0,8
13438,13,1,34,105,2017-11-06 23:22:14,,0,23,6
18366,26,1,46,40,2017-11-09 07:25:41,,0,7,9
17396,11,1,13,67,2017-11-08 02:06:36,,0,2,8
29648,14,1,18,40,2017-11-07 14:07:02,,0,14,7
4791,13,1,19,105,2017-11-09 14:57:53,,0,14,9
14645,11,1,20,70,2017-11-07 00:21:58,,0,0,7
19926,2,1,12,77,2017-11-09 04:11:03,,0,4,9
20450,13,1,34,109,2017-11-07 15:45:54,,0,15,7
20348,11,1,25,70,2017-11-07 02:56:00,,0,2,7
28894,8,1,19,30,2017-11-09 15:36:46,,0,15,9
12307,8,1,12,57,2017-11-09 12:07:20,,0,12,9
13580,11,1,35,150,2017-11-08 01:37:56,,0,1,8
8636,8,1,13,90,2017-11-07 04:21:04,,0,4,7
