ip,app,device,os,channel,click_time,attributed_time,is_attributed,hour,day
15284,2,1,13,20,2017-11-07 03:20:59,,0,3,7
31460,2,1,13,77,2017-11-08 11:09:48,,0,11,8
22793,11,1,13,37,2017-11-07 11:11:53,,0,11,7
6087,17,1,19,14,2017-11-09 15:26:37,,0,15,9
8718,14,1,48,64,2017-11-07 23:11:39,,0,23,7
9368,14,1,19,17,2017-11-09 04:23:01,,0,4,9
16072,24,2,13,67,2017-11-09 10:04:27,,0,10,9
18710,14,1,13,37,2017-11-07 00:49:13,,0,0,7
20439,8,1,13,33,2017-11-08 00:56:33,,0,0,8
1977,14,1,19,64,2017-11-08 02:14:22,,0,2,8
8449,1,1,19,25,2017-11-08 14:40:36,,0,14,8
16047,13,1,18,109,2017-11-08 17:33:47,,0,17,8
13071,10,1,13,35,2017-11-09 15:17:12,,0,15,9
21547,14,1,20,64,2017-11-07 15:31:06,,0,15,7
670,11,1,19,70,2017-11-09 01:10:59,,0,1,9
6982,7,1,13,38,2017-11-07 02:22:07,,0,2,7
33916,14,1,13,76,2017-11-09 03:20:31,,0,3,9
22841,58,1,13,138,2017-11-08 10:42:25,,0,10,8
21425,8,1,19,33,2017-11-07 23:16:58,,0,23,7
18266,13,1,19,105,2017-11-09 12:57:00,,0,12,9
27267,2,1,13,113,2017-11-08 09:31:27,,0,9,8
604,2,1,22,20,2017-11-07 00:12:44,,0,0,7
11121,2,1,13,20,2017-11-07 03:21:03,,0,3,7
9174,22,1,10,40,2017-11-08 16:41:39,,0,16,8
15415,5,1,17,138,2017-11-06 16:28:06,,0,16,6
1632,2,1,36,142,2017-11-08 04:55:00,,0,4,8
18491,2,1,10,126,2017-11-06 20:25:19,,0,20,6
4344,17,1,13,14,2017-11-08 02:07:55,,0,2,8
4448,20,1,26,31,2017-11-08 09:57:39,,0,9,8
10788,58,1,40,138,2017-11-07 23:07:23,,0,23,7
13925,10,1,19,150,2017-11-08 18:21:09,,0,18,8
17339,14,1,22,106,2017-11-08 03:46:58,,0,3,8
26075,8,1,13,90,2017-11-07 10:31:02,,0,10,7
31749,2,1,19,122,2017-11-09 12:29:52,,0,12,9
17526,58,1,8,138,2017-11-07 13:32:03,,0,13,7
926,7,1,11,38,2017-11-08 13:17:06,,0,13,8
23100,1,1,13,52,2017-11-07 10:24:13,,0,10,7
14193,52,1,9,112,2017-11-09 11:57:10,,0,11,9
10147,14,1,13,64,2017-11-07 12:29:28,,0,12,7
12464,2,1,9,20,2017-11-08 00:59:09,,0,0,8
1338,11,1,15,113,2017-11-09 12:14:23,,0,12,9
17433,17,1,14,33,2017-11-07 09:12:27,,0,9,7
31835,14,1,28,64,2017-11-08 11:30:35,,0,11,8
5205,2,1,17,35,2017-11-08 16:04:19,,0,16,8
10962,22,1,25,40,2017-11-09 01:43:11,,0,1,9
918,27,1,19,34,2017-11-07 14:11:43,,0,14,7
6283,2,1,19,20,2017-11-09 00:57:14,,0,0,9
7774,8,1,17,156,2017-11-09 11:26:20,,0,11,9
19439,35,1,15,102,2017-11-08 05:49:05,,0,5,8
29721,8,1,8,33,2017-11-06 16:13:31,,0,16,6
1112,1,1,46,104,2017-11-09 14:22:16,,0,14,9
21615,17,1,10,14,2017-11-08 23:07:32,,0,23,8
12743,13,1,19,109,2017-11-07 16:49:07,,0,16,7
34057,1,1,13,124,2017-11-09 05:45:08,,0,5,9
21686,0,1,19,12,2017-11-09 14:27:57,,0,14,9
16486,2,1,25,122,2017-11-07 04:50:30,,0,4,7
22171,24,1,13,67,2017-11-07 16:27:20,,0,16,7
429,11,1,18,70,2017-11-07 19:16:25,,0,19,7
17393,11,1,13,64,2017-11-06 18:06:05,,0,18,6
20125,1,2,9,146,2017-11-07 02:35:23,,0,2,7
26258,2,1,13,133,2017-11-08 14:57:14,,0,14,8
23845,11,1,13,45,2017-11-07 13:54:07,,0,13,7
16391,8,1,18,127,2017-11-09 02:52:27,,0,2,9
13020,8,1,13,90,2017-11-08 10:55:35,,0,10,8
9146,17,1,17,14,2017-11-09 07:26:02,,0,7,9
13120,8,1,13,90,2017-11-08 11:34:40,,0,11,8
18321,13,1,3,126,2017-11-08 04:52:24,,0,4,8
26210,13,1,6,125,2017-11-06 23:20:50,,0,23,6
21690,11,1,13,61,2017-11-07 05:15:40,,0,5,7
13473,14,1,19,79,2017-11-07 15:04:21,,0,15,7
10744,7,2,85,67,2017-11-07 05:00:39,,0,5,7
20714,20,1,19,31,2017-11-09 01:07:36,,0,1,9
8126,1,1,13,60,2017-11-09 03:54:49,,0,3,9
34131,2,1,19,77,2017-11-09 07:16:38,,0,7,9
5875,0,1,15,33,2017-11-07 15:06:06,,0,15,7
10739,14,1,10,0,2017-11-08 11:02:22,,0,11,8
23810,13,1,19,149,2017-11-08 04:48:54,,0,4,8
19329,7,1,22,38,2017-11-07 22:41:22,,0,22,7
13562,14,1,13,64,2017-11-07 16:17:45,,0,16,7
18992,17,1,10,14,2017-11-09 06:36:51,,0,6,9
21828,22,1,13,40,2017-11-08 13:46:43,,0,13,8
10749,13,1,15,125,2017-11-09 12:02:20,,0,12,9
15886,22,1,13,40,2017-11-07 01:20:11,,0,1,7
14413,17,1,19,14,2017-11-08 09:51:04,,0,9,8
14325,6,1,18,12,2017-11-09 11:33:43,,0,11,9
33253,21,1,19,21,2017-11-08 23:20:26,,0,23,8
27523,11,1,40,64,2017-11-09 01:39:34,,0,1,9
3566,2,1,13,77,2017-11-08 15:58:40,,0,15,8
4450,2,1,19,122,2017-11-09 01:47:06,,0,1,9
18285,0,1,19,28,2017-11-07 09:44:02,,0,9,7
27899,27,1,19,34,2017-11-07 10:36:50,,0,10,7
18023,25,1,22,24,2017-11-09 15:32:16,,0,15,9
15982,22,1,19,40,2017-11-07 11:52:05,,0,11,7
14395,2,1,11,77,2017-11-08 08:53:30,,0,8,8
8298,12,1,19,108,2017-11-07 13:40:51,,0,13,7
34090,1,1,8,124,2017-11-09 05:05:49,,0,5,9
26408,2,1,8,126,2017-11-08 03:42:29,,0,3,8
24908,13,1,13,125,2017-11-07 05:31:24,,0,5,7
18855,2,1,19,20,2017-11-08 09:27:05,,0,9,8
14854,16,2,9,77,2017-11-07 05:23:41,,0,5,7
28444,14,1,19,70,2017-11-07 23:36:05,,0,23,7
29616,1,1,18,146,2017-11-07 13:32:27,,0,13,7
13943,20,1,4,31,2017-11-07 19:22:18,,0,19,7
28689,17,1,17,103,2017-11-07 04:53:19,,0,4,7
7019,8,1,31,126,2017-11-08 00:40:29,,0,0,8
26655,1,1,13,144,2017-11-08 02:47:03,,0,2,8
3278,17,1,27,14,2017-11-07 08:55:35,,0,8,7
3570,7,1,13,37,2017-11-09 10:16:00,,0,10,9
13004,2,1,16,122,2017-11-09 01:09:02,,0,1,9
16258,14,1,13,32,2017-11-08 05:08:40,,0,5,8
14055,2,1,15,101,2017-11-07 01:46:16,,0,1,7
18281,11,1,6,37,2017-11-08 13:48:06,,0,13,8
10208,2,1,25,77,2017-11-08 07:14:46,,0,7,8
15967,2,1,16,126,2017-11-08 17:07:52,,0,17,8
19500,11,1,13,45,2017-11-07 03:20:24,,0,3,7
4694,11,1,19,67,2017-11-09 01:21:52,,0,1,9
24506,17,1,13,14,2017-11-07 16:05:27,,0,16,7
9612,11,1,6,67,2017-11-07 18:59:38,,0,18,7
32563,1,1,3,144,2017-11-08 11:32:53,,0,11,8
29172,8,1,3,142,2017-11-09 09:48:30,,0,9,9
14885,1,1,19,124,2017-11-09 12:38:59,,0,12,9
18008,12,1,3,108,2017-11-07 12:47:06,,0,12,7
10330,13,2,30,143,2017-11-09 11:13:17,,0,11,9
31005,2,1,19,133,2017-11-08 12:48:30,,0,12,8
14996,1,1,19,124,2017-11-07 06:57:07,,0,6,7
12450,2,1,22,77,2017-11-07 06:45:17,,0,6,7
11030,26,1,13,40,2017-11-09 12:05:34,,0,12,9
6594,5,1,19,138,2017-11-06 17:13:19,,0,17,6
7623,2,1,17,77,2017-11-08 11:11:50,,0,11,8
6878,5,1,13,28,2017-11-07 13:37:35,,0,13,7
1566,11,1,13,67,2017-11-09 02:07:48,,0,2,9
10298,1,1,19,60,2017-11-09 01:18:50,,0,1,9
15146,1,1,32,109,2017-11-07 12:01:09,,0,12,7
9768,17,1,16,14,2017-11-07 18:53:51,,0,18,7
26425,19,1,13,67,2017-11-08 01:13:51,,0,1,8
5137,13,1,19,18,2017-11-08 02:59:48,,0,2,8
15469,8,1,12,142,2017-11-09 11:46:39,,0,11,9
22857,11,1,9,45,2017-11-07 10:00:54,,0,10,7
5937,2,1,19,51,2017-11-08 06:03:58,,0,6,8
21745,2,1,17,113,2017-11-08 06:02:37,,0,6,8
14019,13,1,22,109,2017-11-08 23:52:23,,0,23,8
4277,2,2,19,77,2017-11-09 05:01:01,,0,5,9
28264,11,1,19,64,2017-11-07 07:55:58,,0,7,7
12708,25,1,6,24,2017-11-07 10:49:19,,0,10,7
16269,24,1,19,67,2017-11-09 09:58:21,,0,9,9
19570,21,1,22,21,2017-11-08 06:48:06,,0,6,8
14518,0,1,17,40,2017-11-09 02:30:02,,0,2,9
16522,2,1,51,133,2017-11-09 08:37:45,,0,8,9
18404,17,1,13,24,2017-11-09 08:21:52,,0,8,9
25788,2,1,20,77,2017-11-09 00:40:37,,0,0,9
3616,2,1,17,77,2017-11-09 05:58:55,,0,5,9
17413,2,1,40,77,2017-11-08 02:29:19,,0,2,8
6514,2,1,19,77,2017-11-08 15:59:24,,0,15,8
21272,2,1,13,77,2017-11-07 00:06:49,,0,0,7
11101,21,2,17,158,2017-11-07 08:52:29,,0,8,7
14518,11,1,6,70,2017-11-08 05:20:27,,0,5,8
4639,2,1,13,77,2017-11-07 05:49:46,,0,5,7
6579,1,1,19,55,2017-11-09 08:05:07,,0,8,9
1984,2,1,19,77,2017-11-08 09:08:18,,0,9,8
11396,2,1,19,77,2017-11-09 01:07:59,,0,1,9
16513,9,1,10,104,2017-11-08 04:28:13,,0,4,8
17129,11,1,25,150,2017-11-07 10:38:38,,0,10,7
18558,1,1,51,146,2017-11-07 03:19:48,,0,3,7
19773,14,1,25,106,2017-11-07 04:13:44,,0,4,7
2085,19,1,8,147,2017-11-08 00:24:59,,0,0,8
15967,14,1,19,79,2017-11-08 15:22:50,,0,15,8
18401,7,1,17,38,2017-11-07 17:39:28,,0,17,7
18857,21,1,19,21,2017-11-08 04:43:51,,0,4,8
19914,11,1,8,67,2017-11-07 00:54:53,,0,0,7
11471,1,1,18,144,2017-11-09 11:14:21,,0,11,9
12027,2,1,1,156,2017-11-08 08:48:26,,0,8,8
11248,2,1,19,77,2017-11-09 05:41:46,,0,5,9
12007,1,1,26,144,2017-11-07 03:24:27,,0,3,7
21941,17,1,13,33,2017-11-08 14:32:27,,0,14,8
23630,13,1,13,140,2017-11-07 20:01:14,,0,20,7
25919,11,1,20,70,2017-11-09 07:07:52,,0,7,9
13159,2,1,19,77,2017-11-08 11:48:45,,0,11,8
8031,0,1,13,40,2017-11-08 02:47:43,,0,2,8
19441,17,1,1,125,2017-11-07 09:48:50,,0,9,7
10828,1,1,13,55,2017-11-07 15:10:45,,0,15,7
27971,17,1,17,14,2017-11-07 01:59:27,,0,1,7
22776,8,1,18,90,2017-11-09 13:15:18,,0,13,9
10709,19,1,19,67,2017-11-07 06:49:57,,0,6,7
8785,11,1,32,13,2017-11-08 20:45:07,,0,20,8
24326,1,1,46,124,2017-11-07 15:20:39,,0,15,7
12829,55,1,45,8,2017-11-08 05:32:54,,0,5,8
926,53,98,129,94,2017-11-09 14:12:06,,0,14,9
15457,8,1,30,58,2017-11-09 04:39:56,,0,4,9
6590,1,1,19,59,2017-11-08 13:06:36,,0,13,8
30834,7,1,40,38,2017-11-08 07:27:41,,0,7,8
23853,1,1,9,52,2017-11-06 16:09:13,,0,16,6
19108,14,2,62,64,2017-11-07 22:18:35,,0,22,7
2218,2,1,27,77,2017-11-07 11:53:46,,0,11,7
18086,1,1,13,60,2017-11-07 20:13:12,,0,20,7
8123,13,1,22,105,2017-11-07 09:33:43,,0,9,7
2125,14,1,40,70,2017-11-08 05:16:11,,0,5,8
17176,11,1,19,86,2017-11-09 13:55:57,,0,13,9
28537,2,1,13,43,2017-11-07 15:54:27,,0,15,7
8323,8,1,8,63,2017-11-07 11:28:29,,0,11,7
16754,11,1,19,86,2017-11-09 04:05:59,,0,4,9
667,55,1,3,8,2017-11-08 22:39:41,,0,22,8
6008,2,1,1,77,2017-11-08 11:35:05,,0,11,8
32828,17,1,13,125,2017-11-09 15:08:40,,0,15,9
2721,8,1,13,90,2017-11-07 10:36:33,,0,10,7
8791,20,1,28,57,2017-11-08 08:53:51,,0,8,8
3585,20,1,14,31,2017-11-07 05:40:08,,0,5,7
5712,2,1,19,77,2017-11-07 08:02:44,,0,8,7
17966,2,1,19,77,2017-11-08 14:35:35,,0,14,8
33553,2,1,8,77,2017-11-09 00:25:49,,0,0,9
13292,8,1,3,142,2017-11-09 06:45:47,,0,6,9
26445,1,1,19,48,2017-11-09 08:55:33,,0,8,9
10234,25,1,16,71,2017-11-09 14:23:15,,0,14,9
8719,27,1,19,34,2017-11-09 10:10:34,,0,10,9
9088,17,1,22,125,2017-11-09 02:54:58,,0,2,9
34052,8,1,13,127,2017-11-08 17:26:55,,0,17,8
10344,2,1,19,43,2017-11-08 13:04:27,,0,13,8
31256,1,1,17,55,2017-11-08 12:37:45,,0,12,8
24934,17,1,36,14,2017-11-07 01:20:58,,0,1,7
11842,14,1,6,70,2017-11-09 12:28:10,,0,12,9
2460,2,1,26,105,2017-11-09 14:04:12,,0,14,9
4312,20,1,13,31,2017-11-09 01:52:22,,0,1,9
7973,22,1,20,40,2017-11-09 13:43:03,,0,13,9
11727,14,1,19,64,2017-11-07 12:52:34,,0,12,7
15724,8,1,19,66,2017-11-08 14:39:49,,0,14,8
4101,10,1,19,43,2017-11-07 05:14:57,,0,5,7
26445,17,1,13,125,2017-11-08 12:55:08,,0,12,8
21417,58,1,19,138,2017-11-07 10:59:54,,0,10,7
10034,2,1,8,77,2017-11-07 05:53:23,,0,5,7
25041,8,1,19,90,2017-11-07 10:35:22,,0,10,7
16209,8,1,19,126,2017-11-07 00:48:23,,0,0,7
17044,14,1,13,32,2017-11-08 08:31:18,,0,8,8
13305,13,1,13,126,2017-11-08 11:28:04,,0,11,8
9129,2,1,19,32,2017-11-09 12:48:31,,0,12,9
15447,1,1,13,60,2017-11-07 03:25:51,,0,3,7
7650,26,1,13,40,2017-11-09 11:53:03,,0,11,9
926,17,1,8,14,2017-11-07 02:19:31,,0,2,7
8831,1,1,18,124,2017-11-07 15:09:35,,0,15,7
34662,25,1,19,69,2017-11-09 08:32:26,,0,8,9
22550,11,1,2,38,2017-11-07 11:58:26,,0,11,7
33022,6,1,52,12,2017-11-09 10:19:01,,0,10,9
15279,11,1,36,37,2017-11-09 02:14:44,,0,2,9
20317,17,1,19,24,2017-11-09 00:36:34,,0,0,9
20228,1,1,19,48,2017-11-07 16:42:52,,0,16,7
918,17,1,19,14,2017-11-09 09:35:33,,0,9,9
14146,12,1,12,146,2017-11-08 02:58:20,,0,2,8
18375,8,1,13,57,2017-11-07 02:08:47,,0,2,7
30407,18,0,29,53,2017-11-08 02:22:13,2017-11-08 02:22:38,1,2,8
1390,11,1,17,70,2017-11-08 14:38:25,,0,14,8
5258,13,1,25,140,2017-11-07 00:54:11,,0,0,7
32997,11,1,18,70,2017-11-09 14:20:36,,0,14,9
3819,11,1,13,113,2017-11-08 03:41:46,,0,3,8
12833,2,1,8,77,2017-11-08 12:16:09,,0,12,8
6730,8,1,13,33,2017-11-07 00:51:46,,0,0,7
26196,8,1,22,54,2017-11-09 09:20:52,,0,9,9
21904,11,1,26,13,2017-11-07 11:11:25,,0,11,7
14798,14,1,22,37,2017-11-09 11:42:14,,0,11,9
28339,25,1,41,24,2017-11-09 05:20:40,,0,5,9
15298,19,1,20,147,2017-11-08 10:39:02,,0,10,8
4315,31,1,38,103,2017-11-07 12:07:24,,0,12,7
1383,10,1,20,55,2017-11-08 15:17:31,,0,15,8
4776,11,1,33,86,2017-11-07 09:08:49,,0,9,7
18437,6,1,39,12,2017-11-09 14:05:21,,0,14,9
11880,17,1,22,14,2017-11-09 07:59:47,,0,7,9
34204,11,1,16,45,2017-11-09 09:47:04,,0,9,9
4888,2,1,19,77,2017-11-09 05:41:36,,0,5,9
5512,20,1,13,31,2017-11-07 11:19:43,,0,11,7
9385,17,2,85,24,2017-11-09 14:54:56,,0,14,9
25484,13,1,13,125,2017-11-07 07:08:43,,0,7,7
1271,22,1,9,40,2017-11-09 03:40:32,,0,3,9
16134,2,1,20,133,2017-11-07 13:46:25,,0,13,7
85,58,1,19,138,2017-11-08 09:04:43,,0,9,8
1929,17,1,19,14,2017-11-09 00:50:28,,0,0,9
18069,2,1,19,32,2017-11-08 17:08:54,,0,17,8
18617,16,1,13,77,2017-11-08 00:50:35,,0,0,8
7799,11,1,15,45,2017-11-08 05:50:32,,0,5,8
9304,23,1,22,13,2017-11-09 07:08:46,,0,7,9
7989,2,1,14,77,2017-11-09 02:20:33,,0,2,9
1301,19,1,16,147,2017-11-09 08:56:57,,0,8,9
14575,11,1,46,86,2017-11-09 06:00:55,,0,6,9
3211,0,1,10,35,2017-11-07 02:07:57,,0,2,7
19224,17,93,126,14,2017-11-07 13:05:17,,0,13,7
18437,26,1,32,40,2017-11-07 14:36:19,,0,14,7
5232,8,1,13,90,2017-11-09 06:31:30,,0,6,9
23458,2,1,13,113,2017-11-09 13:56:52,,0,13,9
22828,1,1,19,133,2017-11-07 13:59:40,,0,13,7
19383,1,1,17,66,2017-11-07 14:17:37,,0,14,7
14143,11,1,13,86,2017-11-09 09:28:50,,0,9,9
26386,19,1,13,147,2017-11-07 14:11:13,,0,14,7
20042,21,1,18,21,2017-11-08 13:24:56,,0,13,8
9493,1,1,13,48,2017-11-09 15:41:32,,0,15,9
1012,2,1,13,77,2017-11-09 03:05:35,,0,3,9
13946,19,1,8,147,2017-11-08 23:43:06,,0,23,8
10396,7,1,3,38,2017-11-08 16:18:06,,0,16,8
9762,8,1,13,30,2017-11-08 13:13:16,,0,13,8
16114,11,1,13,67,2017-11-07 06:57:18,,0,6,7
29333,11,2,74,38,2017-11-06 17:43:05,,0,17,6
26336,3,1,48,12,2017-11-07 03:42:22,,0,3,7
4376,11,1,13,70,2017-11-09 08:16:56,,0,8,9
12839,49,98,129,94,2017-11-09 00:58:09,,0,0,9
19518,17,1,13,24,2017-11-06 21:49:57,,0,21,6
26538,10,1,20,81,2017-11-07 01:35:46,,0,1,7
23728,11,1,17,70,2017-11-08 02:46:34,,0,2,8
18564,11,1,19,45,2017-11-07 23:58:43,,0,23,7
12846,0,1,19,40,2017-11-07 15:26:59,,0,15,7
17399,2,1,19,149,2017-11-07 02:46:48,,0,2,7
16250,1,1,19,124,2017-11-09 09:05:42,,0,9,9
24858,2,1,17,32,2017-11-07 03:51:06,,0,3,7
21119,17,1,36,125,2017-11-09 10:42:44,,0,10,9
1292,1,1,36,146,2017-11-07 14:33:56,,0,14,7
15138,11,1,34,91,2017-11-08 07:12:06,,0,7,8
4623,7,1,1,38,2017-11-07 00:15:55,,0,0,7
4659,22,1,18,40,2017-11-08 01:30:38,,0,1,8
25624,14,1,19,116,2017-11-09 01:06:43,,0,1,9
13697,11,1,19,45,2017-11-08 00:29:34,,0,0,8
24925,13,1,9,149,2017-11-07 10:12:00,,0,10,7
14147,10,1,13,81,2017-11-08 03:44:45,,0,3,8
29836,17,93,126,14,2017-11-07 09:21:22,,0,9,7
17467,10,1,25,35,2017-11-08 17:28:19,,0,17,8
16670,11,1,17,45,2017-11-07 09:57:10,,0,9,7
15284,8,1,10,33,2017-11-06 16:14:50,,0,16,6
13000,23,1,13,13,2017-11-07 04:45:12,,0,4,7
13792,2,1,4,51,2017-11-08 18:32:19,,0,18,8
14831,2,1,30,77,2017-11-08 03:27:42,,0,3,8
11476,14,1,6,64,2017-11-07 23:28:18,,0,23,7
6669,2,1,13,7,2017-11-08 08:37:58,,0,8,8
15590,13,1,27,126,2017-11-09 09:00:33,,0,9,9
5800,11,1,13,113,2017-11-07 16:23:18,,0,16,7
17587,11,1,26,122,2017-11-08 02:43:14,,0,2,8
1764,2,1,13,48,2017-11-08 04:07:36,,0,4,8
27109,2,1,19,77,2017-11-07 03:04:16,,0,3,7
25274,2,1,10,48,2017-11-08 04:47:00,,0,4,8
32658,14,1,19,0,2017-11-08 11:44:19,,0,11,8
20125,1,1,19,48,2017-11-09 12:39:16,,0,12,9
19770,2,1,17,122,2017-11-07 01:36:11,,0,1,7
342,14,1,22,76,2017-11-07 23:43:11,,0,23,7
27409,11,1,43,70,2017-11-06 18:57:21,,0,18,6
19441,17,1,19,14,2017-11-09 12:59:23,,0,12,9
6763,1,1,19,146,2017-11-08 16:03:29,,0,16,8
15989,2,1,19,149,2017-11-07 05:04:28,,0,5,7
26361,1,1,19,62,2017-11-07 02:23:50,,0,2,7
30127,11,1,19,67,2017-11-08 03:08:40,,0,3,8
14219,20,1,17,31,2017-11-07 03:20:59,,0,3,7
10554,20,2,9,31,2017-11-08 15:08:27,,0,15,8
8718,8,2,19,30,2017-11-08 15:32:13,,0,15,8
3284,2,1,20,77,2017-11-09 05:02:17,,0,5,9
15809,8,1,19,33,2017-11-07 00:49:14,,0,0,7
7781,20,2,19,31,2017-11-09 10:17:42,,0,10,9
15452,10,1,19,98,2017-11-09 09:14:21,,0,9,9
4348,2,1,36,34,2017-11-07 10:06:58,,0,10,7
11875,14,1,11,40,2017-11-07 07:30:51,,0,7,7
19472,8,1,19,142,2017-11-08 16:03:50,,0,16,8
12184,13,1,19,126,2017-11-07 14:32:17,,0,14,7
13072,11,1,6,67,2017-11-07 14:01:35,,0,14,7
5705,2,1,39,77,2017-11-09 00:28:26,,0,0,9
1520,14,1,19,0,2017-11-09 01:55:06,,0,1,9
21047,2,1,18,113,2017-11-09 14:22:37,,0,14,9
6410,20,2,13,57,2017-11-08 02:06:06,,0,2,8
18514,1,1,13,25,2017-11-09 14:29:21,,0,14,9
17385,1,1,6,60,2017-11-08 11:38:24,,0,11,8
9213,17,1,25,14,2017-11-08 11:55:30,,0,11,8
1794,11,1,18,86,2017-11-08 13:36:43,,0,13,8
1934,8,1,32,156,2017-11-09 03:19:07,,0,3,9
801,1,1,19,25,2017-11-07 10:00:40,,0,10,7
11766,2,1,8,122,2017-11-07 03:39:14,,0,3,7
33324,17,1,9,24,2017-11-08 17:26:29,,0,17,8
1040,27,1,19,34,2017-11-06 18:42:18,,0,18,6
20045,1,1,19,60,2017-11-08 11:24:33,,0,11,8
25643,8,1,19,63,2017-11-09 11:16:03,,0,11,9
20367,1,1,19,124,2017-11-09 02:06:22,,0,2,9
34037,5,1,32,28,2017-11-08 16:00:46,,0,16,8
21004,2,1,19,32,2017-11-09 10:32:44,,0,10,9
30650,1,1,22,146,2017-11-08 04:05:01,,0,4,8
9495,17,1,20,14,2017-11-09 10:14:18,,0,10,9
12833,2,1,46,118,2017-11-08 14:29:34,,0,14,8
18478,14,2,13,64,2017-11-09 14:42:36,,0,14,9
20628,8,1,8,58,2017-11-09 14:26:42,,0,14,9
16227,11,1,13,86,2017-11-07 02:45:07,,0,2,7
2526,17,1,19,14,2017-11-08 12:12:10,,0,12,8
23467,0,1,10,34,2017-11-09 01:07:31,,0,1,9
25797,2,1,9,77,2017-11-08 13:20:57,,0,13,8
4306,2,1,13,32,2017-11-07 02:17:14,,0,2,7
1078,2,1,8,77,2017-11-07 08:08:10,,0,8,7
7759,11,1,6,37,2017-11-08 04:47:07,,0,4,8
17813,17,1,3,24,2017-11-09 07:17:46,,0,7,9
1484,14,1,17,40,2017-11-07 12:58:45,,0,12,7
6823,8,1,18,54,2017-11-07 14:08:15,,0,14,7
8260,2,1,13,142,2017-11-08 23:56:29,,0,23,8
13938,2,1,19,48,2017-11-08 16:56:35,,0,16,8
4908,0,1,25,20,2017-11-09 13:36:20,,0,13,9
17501,2,1,13,122,2017-11-07 19:14:20,,0,19,7
11974,11,1,18,86,2017-11-09 09:22:35,,0,9,9
29264,8,1,12,142,2017-11-08 04:22:11,,0,4,8
8864,2,1,13,48,2017-11-07 10:10:39,,0,10,7
31960,14,1,18,64,2017-11-08 13:42:07,,0,13,8
7566,13,1,14,105,2017-11-07 01:55:44,,0,1,7
16157,8,1,19,126,2017-11-09 07:06:31,,0,7,9
25443,24,1,13,67,2017-11-07 06:50:57,,0,6,7
6384,23,2,13,13,2017-11-07 11:23:19,,0,11,7
34186,11,1,17,45,2017-11-09 02:21:17,,0,2,9
14233,1,1,13,146,2017-11-07 23:14:16,,0,23,7
29199,1,1,16,144,2017-11-09 07:13:01,,0,7,9
28884,13,1,13,125,2017-11-06 17:16:12,,0,17,6
16002,17,1,12,103,2017-11-09 10:00:25,,0,10,9
2554,25,1,13,24,2017-11-06 16:07:41,,0,16,6
20059,14,1,36,64,2017-11-07 00:48:53,,0,0,7
10127,8,1,13,33,2017-11-07 23:21:22,,0,23,7
32995,17,1,27,125,2017-11-09 05:55:10,,0,5,9
10215,2,1,15,149,2017-11-09 04:58:05,,0,4,9
14775,13,1,22,149,2017-11-08 08:04:24,,0,8,8
25377,17,1,19,80,2017-11-07 04:50:16,,0,4,7
17495,1,1,16,146,2017-11-08 02:54:37,,0,2,8
