ip,app,device,os,channel,click_time,attributed_time,is_attributed,hour,day
14606,25,1,19,146,2017-11-09 06:13:46,,0,6,9
8432,25,1,13,71,2017-11-07 00:16:30,,0,0,7
16712,0,1,22,125,2017-11-08 13:36:27,,0,13,8
1464,13,1,19,105,2017-11-09 02:58:36,,0,2,9
1384,1,1,19,25,2017-11-09 12:07:51,,0,12,9
6641,7,2,9,67,2017-11-06 16:35:20,,0,16,6
9525,2,1,13,48,2017-11-08 12:52:02,,0,12,8
23123,34,1,13,8,2017-11-09 07:09:29,2017-11-09 09:03:22,1,7,9
18464,1,1,13,48,2017-11-06 16:23:24,,0,16,6
29629,1,1,19,48,2017-11-07 01:58:46,,0,1,7
7363,12,1,18,144,2017-11-07 02:00:44,,0,2,7
14978,12,1,19,146,2017-11-07 14:34:48,,0,14,7
7290,2,1,19,77,2017-11-09 01:19:20,,0,1,9
21864,11,1,17,64,2017-11-07 22:08:50,,0,22,7
7637,17,1,13,125,2017-11-08 07:36:08,,0,7,8
15796,1,1,22,60,2017-11-09 05:13:05,,0,5,9
15803,2,1,36,34,2017-11-06 17:10:05,,0,17,6
16624,17,1,17,24,2017-11-08 07:37:04,,0,7,8
26204,25,1,25,71,2017-11-07 11:22:03,,0,11,7
2313,14,1,13,64,2017-11-07 22:33:06,,0,22,7
26104,14,1,18,64,2017-11-08 07:10:15,,0,7,8
9121,8,1,40,30,2017-11-08 15:32:25,,0,15,8
24085,14,1,13,149,2017-11-09 15:52:18,,0,15,9
7070,1,1,18,146,2017-11-08 07:41:48,,0,7,8
26365,13,1,13,156,2017-11-07 13:02:14,,0,13,7
2660,1,1,19,60,2017-11-09 02:59:59,,0,2,9
27630,11,1,1,64,2017-11-07 13:13:27,,0,13,7
17684,2,1,13,77,2017-11-09 00:21:04,,0,0,9
17601,17,1,13,24,2017-11-08 07:59:18,,0,7,8
16911,11,1,3,70,2017-11-08 09:38:08,,0,9,8
8817,2,1,13,34,2017-11-09 00:51:32,,0,0,9
1549,11,1,19,7,2017-11-08 15:06:26,,0,15,8
18109,2,1,19,35,2017-11-07 01:39:27,,0,1,7
310,25,1,30,146,2017-11-09 11:44:55,,0,11,9
17501,2,1,8,77,2017-11-08 00:36:11,,0,0,8
160,11,1,26,70,2017-11-07 02:39:22,,0,2,7
4379,0,1,22,28,2017-11-07 06:46:22,,0,6,7
18967,2,1,23,51,2017-11-09 00:59:59,,0,0,9
9797,11,1,25,45,2017-11-07 14:19:15,,0,14,7
7788,11,1,17,67,2017-11-07 23:09:11,,0,23,7
23065,1,1,19,124,2017-11-07 13:55:20,,0,13,7
524,2,1,19,35,2017-11-09 02:38:09,,0,2,9
13378,2,1,10,77,2017-11-08 05:07:40,,0,5,8
2446,12,1,18,144,2017-11-09 15:41:49,,0,15,9
9572,2,1,1,77,2017-11-08 09:39:42,,0,9,8
13317,14,1,19,149,2017-11-09 11:47:49,,0,11,9
25516,13,1,13,109,2017-11-08 15:01:28,,0,15,8
18333,13,1,13,105,2017-11-06 21:41:57,,0,21,6
29967,0,1,19,22,2017-11-08 00:35:40,,0,0,8
22436,4,1,11,104,2017-11-07 15:30:15,,0,15,7
1985,5,1,13,138,2017-11-09 08:03:01,,0,8,9
11415,2,1,25,156,2017-11-08 01:16:35,,0,1,8
28587,11,1,40,67,2017-11-07 09:54:02,,0,9,7
17020,12,1,32,146,2017-11-09 14:19:24,,0,14,9
926,8,1,16,33,2017-11-08 18:45:45,,0,18,8
762,1,1,19,124,2017-11-08 00:22:55,,0,0,8
16182,2,1,19,80,2017-11-08 08:02:36,,0,8,8
19923,25,1,13,71,2017-11-09 08:39:05,,0,8,9
17039,2,1,25,77,2017-11-08 11:18:03,,0,11,8
3206,17,1,13,24,2017-11-08 12:32:37,,0,12,8
3567,11,2,16,85,2017-11-09 02:15:40,,0,2,9
6528,1,1,6,146,2017-11-07 13:03:27,,0,13,7
18764,2,1,19,32,2017-11-08 07:36:06,,0,7,8
2370,8,1,13,126,2017-11-09 12:20:22,,0,12,9
18268,17,1,19,14,2017-11-08 07:13:28,,0,7,8
17433,1,1,16,55,2017-11-09 08:16:43,,0,8,9
11869,6,1,20,12,2017-11-09 10:19:03,,0,10,9
15179,117,0,0,94,2017-11-08 03:52:50,,0,3,8
30974,11,1,38,64,2017-11-08 14:10:08,,0,14,8
5950,13,1,13,33,2017-11-08 06:02:17,,0,6,8
31015,11,1,19,113,2017-11-08 11:20:17,,0,11,8
4424,1,1,36,48,2017-11-08 01:10:17,,0,1,8
30067,11,1,19,45,2017-11-08 01:34:29,,0,1,8
11863,10,1,17,43,2017-11-09 08:24:06,,0,8,9
16114,14,1,19,64,2017-11-08 19:17:50,,0,19,8
11252,1,1,27,25,2017-11-07 22:29:51,,0,22,7
24348,9,1,13,18,2017-11-07 12:47:07,,0,12,7
32235,17,1,13,24,2017-11-08 16:24:52,,0,16,8
21855,25,1,18,24,2017-11-07 02:49:05,,0,2,7
5173,12,2,46,146,2017-11-08 05:44:48,,0,5,8
3373,17,1,3,14,2017-11-09 00:10:51,,0,0,9
18711,2,1,25,77,2017-11-08 15:25:41,,0,15,8
29097,2,1,46,105,2017-11-07 09:23:46,,0,9,7
10593,10,1,19,81,2017-11-08 06:43:36,,0,6,8
12874,21,1,19,21,2017-11-09 01:49:45,,0,1,9
1247,11,1,19,113,2017-11-07 23:05:29,,0,23,7
9162,14,1,12,76,2017-11-08 11:10:54,,0,11,8
25132,2,1,34,77,2017-11-07 07:00:27,,0,7,7
22910,1,1,13,60,2017-11-07 04:30:46,,0,4,7
14306,13,1,13,105,2017-11-08 14:27:31,,0,14,8
21002,2,1,10,77,2017-11-07 00:24:22,,0,0,7
16518,1,1,25,124,2017-11-08 11:07:56,,0,11,8
11860,10,1,19,154,2017-11-07 01:45:52,,0,1,7
145,14,2,15,0,2017-11-07 16:12:12,,0,16,7
15836,1,1,13,146,2017-11-07 23:04:49,,0,23,7
16294,17,1,30,33,2017-11-07 02:36:56,,0,2,7
1794,2,1,8,77,2017-11-08 03:30:30,,0,3,8
4424,1,2,19,48,2017-11-07 05:41:40,,0,5,7
11542,2,1,48,105,2017-11-07 02:33:01,,0,2,7
816,58,1,13,138,2017-11-07 08:05:53,,0,8,7
8565,26,1,46,40,2017-11-08 05:48:13,,0,5,8
20820,11,1,19,45,2017-11-09 10:10:30,,0,10,9
19794,1,1,48,146,2017-11-07 05:01:05,,0,5,7
21442,2,1,13,77,2017-11-08 16:34:02,,0,16,8
32075,2,1,19,77,2017-11-08 03:46:49,,0,3,8
23628,8,1,19,33,2017-11-09 00:48:20,,0,0,9
22627,0,1,13,28,2017-11-07 15:50:14,,0,15,7
15138,17,1,13,125,2017-11-08 09:06:11,,0,9,8
21004,23,1,27,13,2017-11-07 20:58:52,,0,20,7
15997,13,1,13,156,2017-11-08 06:59:53,,0,6,8
28758,23,1,3,13,2017-11-08 01:52:15,,0,1,8
18822,1,1,6,146,2017-11-07 02:56:46,,0,2,7
14568,14,1,18,79,2017-11-07 07:39:46,,0,7,7
5356,8,1,22,142,2017-11-09 13:11:50,,0,13,9
18906,26,1,19,40,2017-11-06 22:44:52,,0,22,6
9445,13,1,36,109,2017-11-07 03:00:23,,0,3,7
13090,26,1,27,40,2017-11-09 06:14:27,,0,6,9
864,1,1,13,62,2017-11-08 15:58:54,,0,15,8
10572,2,1,8,20,2017-11-07 14:05:45,,0,14,7
33469,0,1,28,10,2017-11-09 15:17:44,,0,15,9
21819,1,1,18,62,2017-11-09 11:48:36,,0,11,9
3658,2,1,13,142,2017-11-09 13:28:20,,0,13,9
10377,19,1,8,147,2017-11-08 23:10:35,,0,23,8
1863,17,1,13,33,2017-11-09 00:32:23,,0,0,9
25404,11,1,35,48,2017-11-07 01:48:05,,0,1,7
20018,0,1,13,95,2017-11-09 11:43:34,,0,11,9
27734,2,1,19,77,2017-11-08 16:59:28,,0,16,8
13324,2,1,13,113,2017-11-08 01:00:24,,0,1,8
10130,58,1,13,138,2017-11-09 09:47:56,,0,9,9
13431,2,1,15,113,2017-11-07 12:48:08,,0,12,7
3380,2,1,8,77,2017-11-09 06:11:38,,0,6,9
9212,2,1,19,7,2017-11-08 03:39:41,,0,3,8
14522,20,1,13,31,2017-11-09 13:55:48,,0,13,9
33532,25,1,19,146,2017-11-09 05:32:40,,0,5,9
13092,17,1,25,125,2017-11-09 03:06:28,,0,3,9
3550,2,1,13,77,2017-11-08 01:15:15,,0,1,8
22586,31,1,19,103,2017-11-07 06:58:53,,0,6,7
23289,11,1,19,45,2017-11-07 09:15:54,,0,9,7
18899,13,1,19,109,2017-11-07 00:34:43,,0,0,7
8478,11,1,13,45,2017-11-06 16:19:51,,0,16,6
3775,2,1,1,80,2017-11-08 08:50:54,,0,8,8
24627,2,1,18,34,2017-11-08 13:58:51,,0,13,8
23603,2,1,6,77,2017-11-08 02:32:18,,0,2,8
14951,14,1,13,70,2017-11-08 10:44:28,2017-11-08 10:47:46,1,10,8
2609,11,1,13,67,2017-11-06 20:47:50,,0,20,6
10558,1,1,17,124,2017-11-09 15:50:59,,0,15,9
986,8,1,10,90,2017-11-08 11:08:46,,0,11,8
9170,11,1,19,85,2017-11-07 09:42:15,,0,9,7
3801,58,1,19,138,2017-11-07 21:53:38,,0,21,7
31959,11,1,13,70,2017-11-08 03:34:42,,0,3,8
9506,20,1,6,31,2017-11-07 11:31:30,,0,11,7
15331,10,1,19,154,2017-11-08 04:19:28,,0,4,8
29444,1,1,19,109,2017-11-09 09:50:41,,0,9,9
5042,1,1,13,144,2017-11-08 14:17:28,,0,14,8
22401,2,1,15,77,2017-11-08 02:39:33,,0,2,8
7246,2,1,40,77,2017-11-07 05:43:20,,0,5,7
31704,2,1,14,122,2017-11-08 15:08:44,,0,15,8
6737,11,1,17,70,2017-11-07 15:37:16,,0,15,7
16426,13,1,19,95,2017-11-08 07:17:33,,0,7,8
14182,2,1,17,7,2017-11-07 14:15:43,,0,14,7
25039,14,1,19,106,2017-11-08 21:54:51,,0,21,8
16109,2,2,9,40,2017-11-07 20:52:28,,0,20,7
10525,20,1,19,31,2017-11-09 13:06:50,,0,13,9
3376,0,1,19,104,2017-11-07 06:00:01,,0,6,7
26131,2,1,13,113,2017-11-07 01:02:47,,0,1,7
1118,2,1,40,20,2017-11-09 05:31:03,,0,5,9
20266,2,1,16,48,2017-11-09 04:49:43,,0,4,9
33310,14,1,13,70,2017-11-09 11:47:18,,0,11,9
6967,11,1,8,46,2017-11-09 11:51:45,,0,11,9
22189,14,1,8,64,2017-11-07 07:02:51,,0,7,7
2126,11,1,13,7,2017-11-07 11:20:09,,0,11,7
17467,14,1,19,139,2017-11-09 14:52:22,,0,14,9
14029,17,1,19,14,2017-11-09 04:01:46,,0,4,9
20434,58,1,10,138,2017-11-07 19:28:14,,0,19,7
3324,2,1,17,35,2017-11-08 15:02:54,,0,15,8
3868,2,1,13,32,2017-11-09 05:04:44,,0,5,9
5991,2,1,48,20,2017-11-07 06:15:27,,0,6,7
14576,1,1,17,146,2017-11-08 14:59:09,,0,14,8
19397,8,1,13,33,2017-11-08 00:22:00,,0,0,8
27445,17,1,19,14,2017-11-07 02:22:08,,0,2,7
28338,8,1,13,54,2017-11-06 21:32:02,,0,21,6
18676,8,1,30,57,2017-11-08 00:49:45,,0,0,8
21682,58,1,19,138,2017-11-07 09:39:54,,0,9,7
1544,14,1,28,106,2017-11-09 15:21:57,,0,15,9
598,1,1,22,144,2017-11-07 15:04:26,,0,15,7
10181,25,1,51,24,2017-11-07 03:21:09,,0,3,7
17772,2,1,32,51,2017-11-08 03:01:12,,0,3,8
17255,1,1,38,59,2017-11-09 14:06:34,,0,14,9
4832,1,1,17,146,2017-11-07 03:47:27,,0,3,7
20071,13,1,36,149,2017-11-09 00:12:37,,0,0,9
21048,14,1,36,64,2017-11-07 04:45:17,,0,4,7
20014,1,1,19,144,2017-11-07 22:58:28,,0,22,7
18014,14,2,20,64,2017-11-08 16:39:43,,0,16,8
5495,1,1,9,62,2017-11-08 15:06:33,,0,15,8
16596,9,1,19,80,2017-11-09 05:04:35,,0,5,9
20034,8,1,19,58,2017-11-07 16:23:00,,0,16,7
16643,2,1,20,77,2017-11-08 03:43:39,,0,3,8
674,2,1,19,122,2017-11-08 08:16:47,,0,8,8
33972,11,1,8,45,2017-11-09 06:54:40,,0,6,9
4319,14,1,10,106,2017-11-06 21:43:03,,0,21,6
16173,18,0,29,53,2017-11-06 17:25:22,,0,17,6
18393,19,1,3,67,2017-11-07 19:55:43,,0,19,7
11046,8,1,19,90,2017-11-07 10:42:27,,0,10,7
13071,11,1,19,67,2017-11-09 14:45:37,,0,14,9
3412,2,1,19,133,2017-11-09 05:29:54,,0,5,9
6393,13,1,8,143,2017-11-09 09:44:53,,0,9,9
14202,2,1,13,51,2017-11-08 05:05:59,,0,5,8
