ip,app,device,os,channel,click_time,attributed_time,is_attributed,hour,day
22659,1,1,13,144,2017-11-08 06:39:02,,0,6,8
23674,2,1,13,77,2017-11-08 05:25:45,,0,5,8
27772,8,1,13,58,2017-11-08 14:16:56,,0,14,8
22080,2,1,22,77,2017-11-07 05:34:02,,0,5,7
16639,11,1,19,86,2017-11-09 01:20:25,,0,1,9
16452,12,1,17,146,2017-11-06 23:55:49,,0,23,6
2746,11,1,28,7,2017-11-09 02:20:32,,0,2,9
5780,20,1,17,31,2017-11-08 21:21:50,,0,21,8
17153,12,1,46,144,2017-11-08 01:27:00,,0,1,8
21586,2,1,13,20,2017-11-07 02:04:12,,0,2,7
7141,11,2,67,70,2017-11-09 14:42:23,,0,14,9
15806,14,1,41,149,2017-11-08 05:19:56,,0,5,8
18097,17,1,19,14,2017-11-09 14:40:48,,0,14,9
21752,2,1,25,35,2017-11-08 17:17:25,,0,17,8
1004,18,0,0,94,2017-11-07 07:33:23,2017-11-07 07:35:47,1,7,7
26470,2,1,17,156,2017-11-09 00:37:06,,0,0,9
1082,11,1,22,45,2017-11-07 10:02:36,,0,10,7
21975,11,1,13,86,2017-11-09 15:01:51,,0,15,9
6540,2,1,13,35,2017-11-09 06:33:58,,0,6,9
1141,10,1,13,81,2017-11-08 12:21:39,,0,12,8
27182,8,1,13,33,2017-11-06 17:26:45,,0,17,6
918,1,1,10,52,2017-11-07 23:48:27,,0,23,7
26600,2,1,13,48,2017-11-07 13:37:26,,0,13,7
2990,119,2,61,137,2017-11-09 12:55:12,,0,12,9
2372,14,1,17,116,2017-11-07 11:23:02,,0,11,7
28632,1,1,22,109,2017-11-06 22:52:13,,0,22,6
28437,2,1,20,77,2017-11-07 00:10:21,,0,0,7
29385,8,1,13,30,2017-11-09 14:45:43,,0,14,9
31788,10,1,10,25,2017-11-08 05:28:32,,0,5,8
2758,2,1,8,122,2017-11-07 04:36:55,,0,4,7
3216,2,1,18,77,2017-11-09 00:07:04,,0,0,9
16442,24,1,4,67,2017-11-07 07:17:34,,0,7,7
15079,1,1,18,146,2017-11-07 20:02:07,,0,20,7
28457,8,2,55,63,2017-11-09 11:58:29,,0,11,9
12437,2,1,19,32,2017-11-09 04:34:18,,0,4,9
2606,11,1,13,122,2017-11-06 21:41:38,,0,21,6
4856,20,1,13,57,2017-11-08 00:16:01,,0,0,8
22819,14,1,18,37,2017-11-08 09:20:08,,0,9,8
12044,17,1,19,33,2017-11-08 23:01:30,,0,23,8
12839,1,1,19,146,2017-11-09 03:21:34,,0,3,9
26062,11,1,13,159,2017-11-08 04:58:10,,0,4,8
589,11,1,45,48,2017-11-09 13:39:15,,0,13,9
21424,2,1,13,77,2017-11-07 13:26:56,,0,13,7
8410,1,1,19,60,2017-11-09 06:53:21,,0,6,9
11091,1,1,13,146,2017-11-09 08:12:19,,0,8,9
4592,10,1,32,144,2017-11-07 13:01:00,,0,13,7
8183,2,1,19,156,2017-11-07 07:11:46,,0,7,7
6732,1,1,48,59,2017-11-09 01:34:27,,0,1,9
16173,14,1,18,32,2017-11-08 00:00:42,,0,0,8
14199,0,1,8,27,2017-11-08 00:19:30,,0,0,8
25600,17,1,13,125,2017-11-09 01:34:31,,0,1,9
30283,13,1,13,33,2017-11-09 14:31:21,,0,14,9
14825,8,1,19,58,2017-11-08 09:49:14,,0,9,8
31668,0,1,1,27,2017-11-08 07:44:48,,0,7,8
9730,17,1,6,24,2017-11-06 16:08:20,,0,16,6
4083,2,1,19,105,2017-11-09 10:23:41,,0,10,9
4369,11,1,20,48,2017-11-08 08:22:00,,0,8,8
14732,11,1,6,37,2017-11-07 00:45:51,,0,0,7
19093,17,96,127,14,2017-11-08 00:20:48,,0,0,8
30583,13,1,13,105,2017-11-08 10:42:46,,0,10,8
28319,2,1,41,77,2017-11-08 23:53:38,,0,23,8
8376,8,1,13,54,2017-11-08 03:18:47,,0,3,8
15954,10,1,13,144,2017-11-06 23:41:40,,0,23,6
30733,25,1,14,146,2017-11-08 15:18:45,,0,15,8
6650,2,2,62,77,2017-11-09 12:48:49,,0,12,9
3005,1,1,18,25,2017-11-06 23:03:48,,0,23,6
21467,2,1,19,126,2017-11-08 00:51:07,,0,0,8
12833,20,2,10,31,2017-11-07 03:22:03,,0,3,7
21714,18,0,0,94,2017-11-09 02:28:05,,0,2,9
896,1,1,19,124,2017-11-09 14:52:09,,0,14,9
16295,2,1,13,43,2017-11-09 15:22:18,,0,15,9
23812,2,1,10,156,2017-11-07 00:48:10,,0,0,7
13564,2,1,16,133,2017-11-07 11:29:38,,0,11,7
11079,17,1,28,24,2017-11-08 23:01:42,,0,23,8
15385,0,1,35,39,2017-11-07 11:50:11,,0,11,7
14007,8,1,15,54,2017-11-09 14:56:05,,0,14,9
9226,17,1,16,33,2017-11-09 09:40:21,,0,9,9
14157,116,1,25,16,2017-11-08 09:12:22,,0,9,8
5791,20,1,19,31,2017-11-08 05:31:50,,0,5,8
5223,2,1,19,7,2017-11-07 01:27:05,,0,1,7
3924,14,1,19,37,2017-11-07 03:11:23,,0,3,7
6110,11,1,19,150,2017-11-07 07:17:42,,0,7,7
15138,14,1,8,40,2017-11-09 14:05:19,,0,14,9
17433,8,1,36,57,2017-11-09 11:20:33,,0,11,9
28444,11,1,19,64,2017-11-07 14:54:28,,0,14,7
14513,13,1,13,126,2017-11-07 00:10:40,,0,0,7
33488,27,1,13,34,2017-11-09 11:03:27,,0,11,9
4130,13,1,22,126,2017-11-09 10:19:39,,0,10,9
4462,2,1,19,20,2017-11-08 06:38:39,,0,6,8
20014,24,1,18,67,2017-11-07 16:21:08,,0,16,7
19208,2,1,8,20,2017-11-09 13:53:08,,0,13,9
10879,19,1,19,67,2017-11-09 09:33:00,,0,9,9
15138,7,2,19,37,2017-11-08 08:22:34,,0,8,8
25735,12,1,26,146,2017-11-07 14:57:33,,0,14,7
5088,2,1,1,35,2017-11-09 12:58:48,,0,12,9
9443,14,1,26,37,2017-11-09 04:28:34,,0,4,9
5608,11,1,10,159,2017-11-09 00:21:27,,0,0,9
10814,5,1,19,138,2017-11-07 12:06:28,,0,12,7
5088,11,1,13,7,2017-11-08 14:10:28,,0,14,8
17946,12,1,19,146,2017-11-07 15:40:30,,0,15,7
12967,7,1,16,38,2017-11-07 12:04:18,,0,12,7
28529,2,1,13,77,2017-11-08 12:24:22,,0,12,8
11812,8,1,13,142,2017-11-09 13:07:47,,0,13,9
4398,8,1,13,58,2017-11-07 08:50:18,,0,8,7
27091,24,1,18,67,2017-11-07 00:35:59,,0,0,7
19897,14,1,17,79,2017-11-08 03:07:39,,0,3,8
20439,17,1,13,125,2017-11-07 03:20:37,,0,3,7
23853,11,1,6,70,2017-11-07 11:01:19,,0,11,7
15179,2,1,30,77,2017-11-08 05:13:46,,0,5,8
23345,5,1,13,138,2017-11-08 06:19:57,,0,6,8
7618,11,1,13,70,2017-11-09 08:40:27,,0,8,9
10839,35,1,17,16,2017-11-07 12:59:07,,0,12,7
8236,58,1,23,138,2017-11-08 05:37:10,,0,5,8
16761,17,1,19,14,2017-11-08 13:43:52,,0,13,8
17859,14,1,11,64,2017-11-08 11:44:43,,0,11,8
21895,2,1,19,48,2017-11-09 07:31:41,,0,7,9
4639,2,1,19,51,2017-11-09 03:54:33,,0,3,9
2203,1,1,3,48,2017-11-07 12:12:20,,0,12,7
18216,8,1,17,142,2017-11-09 01:03:44,,0,1,9
24012,25,1,13,71,2017-11-07 03:17:15,,0,3,7
10918,1,1,19,144,2017-11-07 10:33:00,,0,10,7
19462,2,1,13,113,2017-11-07 05:11:19,,0,5,7
7070,74,71,21,82,2017-11-08 13:27:21,,0,13,8
15418,1,1,22,146,2017-11-08 18:52:43,,0,18,8
5807,8,1,18,90,2017-11-08 04:58:51,,0,4,8
23633,2,1,19,48,2017-11-08 12:23:07,,0,12,8
22228,17,1,19,14,2017-11-09 13:27:50,,0,13,9
34719,2,1,6,77,2017-11-09 03:47:41,,0,3,9
16498,13,1,18,33,2017-11-09 14:10:01,,0,14,9
22283,14,1,40,64,2017-11-06 17:27:15,,0,17,6
559,0,1,13,34,2017-11-09 13:57:24,,0,13,9
8424,2,1,13,77,2017-11-08 10:43:22,,0,10,8
5587,17,1,18,24,2017-11-09 05:51:37,,0,5,9
20698,17,1,13,14,2017-11-09 10:04:35,,0,10,9
14146,11,1,23,64,2017-11-09 00:40:27,,0,0,9
18049,1,1,17,55,2017-11-08 17:27:11,,0,17,8
18655,22,1,13,40,2017-11-07 08:46:39,,0,8,7
917,2,1,19,77,2017-11-08 01:01:28,,0,1,8
4592,37,98,129,94,2017-11-09 14:49:19,,0,14,9
7180,8,1,13,66,2017-11-07 23:47:12,,0,23,7
16182,14,1,46,64,2017-11-07 07:30:16,,0,7,7
19242,8,1,19,54,2017-11-09 03:57:40,,0,3,9
12679,17,1,1,14,2017-11-09 04:30:56,,0,4,9
32885,2,1,40,77,2017-11-08 14:44:41,,0,14,8
20766,13,1,19,33,2017-11-09 03:43:23,,0,3,9
14501,13,1,19,105,2017-11-08 14:49:27,,0,14,8
18998,2,1,6,7,2017-11-07 11:36:01,,0,11,7
18482,1,2,9,100,2017-11-07 11:10:20,,0,11,7
26608,10,1,19,144,2017-11-07 12:44:33,,0,12,7
10039,2,1,20,77,2017-11-08 12:34:44,,0,12,8
16756,2,1,22,43,2017-11-09 04:48:25,,0,4,9
32809,2,1,19,77,2017-11-08 12:40:32,,0,12,8
10190,0,2,25,40,2017-11-08 14:42:48,,0,14,8
5128,17,1,10,24,2017-11-08 15:09:08,,0,15,8
4585,14,1,13,70,2017-11-07 16:36:07,,0,16,7
19500,2,1,10,77,2017-11-07 01:59:54,,0,1,7
31943,14,1,22,37,2017-11-07 16:42:48,,0,16,7
25177,14,1,13,79,2017-11-07 00:02:20,,0,0,7
17295,2,1,17,77,2017-11-09 01:39:17,,0,1,9
24206,31,1,19,103,2017-11-08 16:29:36,,0,16,8
17482,2,1,17,77,2017-11-09 00:34:03,,0,0,9
17174,11,1,13,159,2017-11-09 03:13:34,,0,3,9
22493,2,1,19,35,2017-11-07 02:58:02,,0,2,7
21958,10,1,19,81,2017-11-08 01:46:44,,0,1,8
6884,1,1,19,60,2017-11-09 03:10:27,,0,3,9
4582,11,1,13,37,2017-11-07 23:00:20,,0,23,7
25183,11,1,1,45,2017-11-08 04:24:09,,0,4,8
7457,0,1,20,27,2017-11-08 14:24:44,,0,14,8
12880,13,1,19,101,2017-11-07 00:33:27,,0,0,7
17590,5,1,17,138,2017-11-09 10:51:46,,0,10,9
14057,1,1,17,60,2017-11-07 00:16:00,,0,0,7
7618,17,96,127,14,2017-11-07 20:16:17,,0,20,7
12176,17,1,8,14,2017-11-07 14:15:39,,0,14,7
18101,17,1,19,24,2017-11-09 02:58:58,,0,2,9
28956,1,1,34,124,2017-11-07 10:45:52,,0,10,7
918,13,1,36,126,2017-11-07 04:22:53,,0,4,7
2418,19,1,19,67,2017-11-08 04:27:09,,0,4,8
13134,14,1,19,64,2017-11-08 05:15:38,,0,5,8
24412,2,1,18,77,2017-11-07 03:52:25,,0,3,7
3690,17,1,19,125,2017-11-08 00:28:00,,0,0,8
5844,2,1,19,48,2017-11-09 00:48:43,,0,0,9
2487,14,1,10,32,2017-11-09 05:41:15,,0,5,9
2561,8,2,13,142,2017-11-08 10:11:43,,0,10,8
6401,11,1,25,113,2017-11-09 04:11:07,,0,4,9
20183,13,1,25,125,2017-11-09 08:59:03,,0,8,9
918,22,1,19,40,2017-11-09 02:29:41,,0,2,9
16638,2,1,18,77,2017-11-09 00:22:46,,0,0,9
1009,11,2,19,70,2017-11-07 14:50:24,,0,14,7
16643,13,1,14,105,2017-11-09 10:43:30,,0,10,9
32724,2,1,13,77,2017-11-08 05:21:59,,0,5,8
19626,20,1,10,31,2017-11-07 09:15:00,,0,9,7
12044,2,1,17,77,2017-11-09 02:59:44,,0,2,9
34547,6,1,19,12,2017-11-09 11:31:27,,0,11,9
20432,1,1,25,146,2017-11-06 23:29:46,,0,23,6
15363,6,2,32,12,2017-11-09 08:30:19,,0,8,9
32932,12,1,25,146,2017-11-09 10:34:23,,0,10,9
507,17,1,20,14,2017-11-08 07:49:31,,0,7,8
14268,11,1,25,7,2017-11-07 04:11:26,,0,4,7
19929,12,1,9,146,2017-11-09 11:01:40,,0,11,9
3986,58,1,20,138,2017-11-07 09:24:45,,0,9,7
4705,2,1,12,77,2017-11-07 06:43:59,,0,6,7
23038,6,1,36,12,2017-11-07 11:36:04,,0,11,7
23315,7,1,22,67,2017-11-07 14:20:10,,0,14,7
14877,16,2,13,77,2017-11-08 13:31:54,,0,13,8
29919,11,1,13,37,2017-11-07 01:27:20,,0,1,7
18437,1,1,39,25,2017-11-09 13:29:48,,0,13,9
477,11,1,19,48,2017-11-07 23:54:56,,0,23,7
12833,7,1,18,38,2017-11-09 08:38:55,,0,8,9
12946,2,1,17,77,2017-11-07 04:02:33,,0,4,7
26736,11,1,13,45,2017-11-08 05:13:41,,0,5,8
27686,0,1,13,33,2017-11-07 15:37:10,,0,15,7
32569,83,1,28,99,2017-11-08 02:51:58,,0,2,8
2206,14,1,19,64,2017-11-08 01:48:38,,0,1,8
16796,17,1,17,14,2017-11-08 12:57:36,,0,12,8
13413,20,1,22,57,2017-11-07 20:10:23,,0,20,7
16912,20,1,13,57,2017-11-08 11:28:23,,0,11,8
11496,2,1,19,133,2017-11-08 10:26:11,,0,10,8
6061,14,1,13,64,2017-11-07 17:29:09,,0,17,7
28847,2,1,51,105,2017-11-08 03:03:48,,0,3,8
18047,1,1,13,146,2017-11-08 13:51:10,,0,13,8
10419,7,1,16,38,2017-11-09 04:56:20,,0,4,9
18424,1,1,13,59,2017-11-07 12:24:43,,0,12,7
19428,11,1,13,113,2017-11-09 04:23:07,,0,4,9
3979,2,1,13,122,2017-11-07 06:58:11,,0,6,7
17615,2,1,9,43,2017-11-07 10:10:57,,0,10,7
20059,10,1,19,84,2017-11-08 01:00:17,,0,1,8
891,11,1,31,91,2017-11-09 08:46:24,,0,8,9
7618,2,1,9,156,2017-11-08 13:24:06,,0,13,8
17104,2,1,9,149,2017-11-07 02:53:17,,0,2,7
9002,7,1,32,38,2017-11-08 22:32:18,,0,22,8
25031,2,1,19,77,2017-11-08 04:50:32,,0,4,8
9161,0,1,19,33,2017-11-07 13:30:13,,0,13,7
13521,2,1,12,77,2017-11-07 03:24:36,,0,3,7
12833,8,2,39,58,2017-11-09 13:30:29,,0,13,9
2257,11,1,13,48,2017-11-06 23:55:54,,0,23,6
27158,17,1,16,14,2017-11-07 16:17:15,,0,16,7
464,17,1,46,125,2017-11-07 11:31:24,,0,11,7
13112,2,1,16,77,2017-11-08 00:29:24,,0,0,8
21131,14,1,13,40,2017-11-07 12:31:56,,0,12,7
7171,2,1,18,35,2017-11-09 13:46:05,,0,13,9
33349,1,1,19,124,2017-11-09 15:22:08,,0,15,9
12876,8,1,13,54,2017-11-09 10:15:02,,0,10,9
31637,13,1,19,126,2017-11-08 00:56:20,,0,0,8
10352,13,1,19,109,2017-11-07 04:55:34,,0,4,7
15458,2,1,22,77,2017-11-09 04:28:47,,0,4,9
18317,17,1,36,14,2017-11-09 00:41:34,,0,0,9
26298,14,1,8,64,2017-11-09 00:01:42,,0,0,9
3696,8,1,19,157,2017-11-09 11:59:37,,0,11,9
9385,1,1,6,133,2017-11-08 10:57:03,,0,10,8
14223,14,1,13,123,2017-11-08 08:59:36,,0,8,8
13423,17,1,55,14,2017-11-08 12:23:01,,0,12,8
9672,2,1,19,77,2017-11-08 15:14:00,,0,15,8
11087,20,2,10,57,2017-11-08 08:28:18,,0,8,8
10406,3,1,13,12,2017-11-09 10:00:16,,0,10,9
13943,7,1,13,67,2017-11-09 04:45:39,,0,4,9
15388,14,1,40,64,2017-11-08 16:05:04,,0,16,8
26416,11,1,20,70,2017-11-07 04:17:58,,0,4,7
926,14,1,13,76,2017-11-09 13:30:44,,0,13,9
29995,11,1,19,70,2017-11-08 05:37:16,,0,5,8
27940,0,1,13,5,2017-11-07 13:40:12,,0,13,7
21237,2,1,19,113,2017-11-09 00:52:04,,0,0,9
6567,14,1,10,70,2017-11-08 15:40:28,,0,15,8
12833,2,1,11,40,2017-11-08 14:27:48,,0,14,8
19759,11,1,13,34,2017-11-09 05:12:29,,0,5,9
34167,2,1,18,121,2017-11-09 14:12:28,,0,14,9
16935,2,1,32,77,2017-11-08 05:42:09,,0,5,8
2211,1,1,1,48,2017-11-08 20:45:57,,0,20,8
18479,11,1,19,91,2017-11-08 13:13:22,,0,13,8
22458,2,1,23,7,2017-11-08 06:06:33,,0,6,8
17603,10,1,22,35,2017-11-09 05:04:05,,0,5,9
21301,58,1,13,138,2017-11-07 17:29:14,,0,17,7
17807,20,2,13,57,2017-11-07 12:36:45,,0,12,7
7652,2,1,13,43,2017-11-09 12:50:01,,0,12,9
16204,0,1,18,33,2017-11-08 22:22:16,,0,22,8
1533,1,1,1,109,2017-11-07 03:46:12,,0,3,7
16991,2,1,13,35,2017-11-07 10:16:08,,0,10,7
12756,2,1,13,40,2017-11-09 05:58:52,,0,5,9
10346,13,1,13,105,2017-11-07 16:26:23,,0,16,7
14087,1,1,46,146,2017-11-08 03:44:05,,0,3,8
2738,26,1,13,40,2017-11-08 04:54:46,,0,4,8
3972,10,1,51,150,2017-11-06 17:18:34,,0,17,6
33957,0,1,39,20,2017-11-09 01:56:57,,0,1,9
12242,14,1,19,116,2017-11-09 14:17:10,,0,14,9
14303,22,1,13,40,2017-11-08 17:22:20,,0,17,8
20968,8,1,25,14,2017-11-09 12:09:48,,0,12,9
29727,1,1,8,48,2017-11-08 12:35:12,,0,12,8
17488,17,1,22,14,2017-11-07 11:53:42,,0,11,7
20925,2,1,16,156,2017-11-08 10:22:36,,0,10,8
12775,17,1,25,14,2017-11-09 04:29:45,,0,4,9
17932,13,1,13,140,2017-11-07 21:36:31,,0,21,7
13035,14,1,32,37,2017-11-07 00:03:56,,0,0,7
31230,19,1,13,67,2017-11-09 10:06:11,,0,10,9
30482,17,1,15,125,2017-11-09 03:11:18,,0,3,9
9819,22,1,19,40,2017-11-09 13:22:37,,0,13,9
21123,11,1,15,70,2017-11-09 06:50:57,,0,6,9
14443,2,1,15,149,2017-11-07 08:45:54,,0,8,7
18613,16,1,13,77,2017-11-08 13:14:17,,0,13,8
10690,10,1,1,25,2017-11-08 11:35:38,,0,11,8
18742,8,1,16,142,2017-11-09 00:39:23,,0,0,9
13002,17,1,19,24,2017-11-07 09:51:08,,0,9,7
8413,2,1,13,113,2017-11-06 16:51:40,,0,16,6
10500,17,1,8,14,2017-11-08 02:53:00,,0,2,8
20728,5,1,1,138,2017-11-09 07:36:37,,0,7,9
1977,8,1,8,63,2017-11-07 02:15:40,,0,2,7
19686,0,1,19,27,2017-11-07 12:15:23,,0,12,7
4109,4,1,19,104,2017-11-09 08:14:07,,0,8,9
1373,13,1,19,126,2017-11-07 09:40:16,,0,9,7
12009,8,1,17,23,2017-11-07 03:21:41,,0,3,7
13925,10,1,32,98,2017-11-09 14:00:22,,0,14,9
6722,10,1,13,81,2017-11-08 16:28:42,,0,16,8
5251,12,1,27,144,2017-11-09 14:12:26,,0,14,9
6687,1,1,36,124,2017-11-07 13:19:33,,0,13,7
30064,2,1,6,35,2017-11-08 13:58:13,,0,13,8
9385,8,1,6,142,2017-11-08 16:47:12,,0,16,8
18393,11,1,19,64,2017-11-08 13:24:52,,0,13,8
25412,11,1,19,70,2017-11-07 10:50:05,,0,10,7
16728,1,1,19,124,2017-11-08 06:31:34,,0,6,8
18233,21,1,19,21,2017-11-06 19:17:45,,0,19,6
2916,11,1,17,45,2017-11-07 10:20:24,,0,10,7
12050,8,1,10,142,2017-11-09 11:32:05,,0,11,9
13151,2,2,13,101,2017-11-07 01:11:21,,0,1,7
18500,11,1,41,67,2017-11-09 14:33:24,,0,14,9
8936,8,1,20,90,2017-11-08 12:18:24,,0,12,8
16910,2,1,19,77,2017-11-09 04:57:49,,0,4,9
5114,2,1,15,77,2017-11-07 05:57:32,,0,5,7
9878,17,1,19,14,2017-11-08 00:08:58,,0,0,8
16181,11,1,6,67,2017-11-08 00:13:01,,0,0,8
10514,1,1,13,48,2017-11-07 13:39:28,,0,13,7
15363,2,1,6,126,2017-11-08 04:50:53,,0,4,8
9999,17,1,36,14,2017-11-08 11:02:05,,0,11,8
6506,17,93,126,14,2017-11-07 13:39:35,,0,13,7
7984,14,1,13,64,2017-11-08 06:31:11,,0,6,8
21975,1,1,22,59,2017-11-09 13:29:49,,0,13,9
7531,11,1,18,48,2017-11-08 13:44:00,,0,13,8
353,10,1,14,150,2017-11-07 10:38:32,,0,10,7
20045,1,2,13,48,2017-11-07 06:07:51,,0,6,7
22340,11,1,22,91,2017-11-08 18:03:01,,0,18,8
26643,8,1,18,57,2017-11-08 15:09:00,,0,15,8
2770,2,1,13,48,2017-11-09 09:17:49,,0,9,9
15363,2,1,22,77,2017-11-09 14:29:48,,0,14,9
21152,2,1,17,149,2017-11-07 03:58:06,,0,3,7
17033,2,1,2,77,2017-11-07 11:19:54,,0,11,7
1898,2,1,19,77,2017-11-07 02:30:22,,0,2,7
21075,11,1,19,64,2017-11-08 03:39:58,,0,3,8
6735,7,1,19,38,2017-11-08 03:26:10,,0,3,8
3300,7,1,13,38,2017-11-09 12:05:41,,0,12,9
4403,2,1,13,77,2017-11-07 12:35:00,,0,12,7
4301,6,1,13,12,2017-11-09 15:22:08,,0,15,9
15138,14,1,19,64,2017-11-08 02:22:23,,0,2,8
17003,83,1,32,99,2017-11-09 14:35:14,,0,14,9
18543,24,1,28,67,2017-11-09 08:02:34,,0,8,9
19686,11,1,17,113,2017-11-09 07:36:36,,0,7,9
4430,1,2,9,48,2017-11-07 11:54:00,,0,11,7
11618,25,1,19,24,2017-11-06 19:57:30,,0,19,6
5752,11,1,13,150,2017-11-08 09:03:05,,0,9,8
6877,1,1,17,109,2017-11-09 14:10:09,,0,14,9
17280,8,1,13,30,2017-11-09 05:14:13,,0,5,9
5398,2,1,17,77,2017-11-07 03:39:21,,0,3,7
20748,11,1,19,67,2017-11-09 06:49:30,,0,6,9
16400,8,1,17,30,2017-11-09 12:52:08,,0,12,9
2267,14,1,19,79,2017-11-08 20:58:39,,0,20,8
13326,13,1,8,105,2017-11-08 01:22:57,,0,1,8
14163,17,1,9,14,2017-11-08 08:45:58,,0,8,8
19874,14,1,18,64,2017-11-07 00:42:41,,0,0,7
137,58,1,12,138,2017-11-08 07:02:52,,0,7,8
20128,12,1,19,144,2017-11-08 04:29:47,,0,4,8
12956,12,1,13,146,2017-11-07 10:46:58,,0,10,7
33914,11,1,18,150,2017-11-09 13:52:47,,0,13,9
6323,11,1,18,70,2017-11-08 02:54:39,,0,2,8
14573,2,1,19,43,2017-11-07 17:19:48,,0,17,7
5605,11,1,36,64,2017-11-07 13:38:37,,0,13,7
1597,8,1,13,57,2017-11-08 13:55:38,,0,13,8
8997,25,1,13,24,2017-11-08 00:33:20,,0,0,8
20079,2,1,19,77,2017-11-09 03:46:01,,0,3,9
17547,8,1,18,33,2017-11-06 16:41:53,,0,16,6
19441,2,1,22,105,2017-11-08 05:08:36,,0,5,8
18719,8,1,13,30,2017-11-09 09:15:08,,0,9,9
7788,2,2,19,40,2017-11-06 16:40:30,,0,16,6
20017,0,1,13,40,2017-11-08 12:28:21,,0,12,8
24331,22,1,13,40,2017-11-06 22:22:46,,0,22,6
9767,23,2,74,13,2017-11-09 14:39:23,,0,14,9
11999,0,1,52,35,2017-11-09 14:45:36,,0,14,9
28009,14,1,17,64,2017-11-07 03:46:28,,0,3,7
4978,2,1,12,77,2017-11-09 10:47:02,,0,10,9
24309,13,1,13,105,2017-11-08 02:35:57,,0,2,8
32313,1,1,6,146,2017-11-08 01:49:48,,0,1,8
23089,1,1,19,60,2017-11-09 03:18:41,,0,3,9
17335,11,1,19,64,2017-11-09 05:27:16,,0,5,9
